,Amplitude
445,13.0
446,13.0
447,13.0
448,13.0
449,14.0
450,14.0
451,14.0
452,14.0
453,15.0
454,15.0
455,16.0
456,16.0
457,17.0
458,17.0
459,18.0
460,18.0
461,19.0
462,20.0
463,20.0
464,21.0
465,21.0
466,22.0
467,23.0
468,23.0
469,23.0
470,23.0
471,23.0
472,23.0
473,23.0
474,23.0
475,23.0
476,23.0
477,23.0
478,23.0
479,23.0
480,22.0
481,22.0
482,21.0
483,21.0
484,20.0
485,19.0
486,19.0
487,18.0
488,18.0
489,17.0
490,17.0
491,16.0
492,16.0
493,15.0
494,14.0
495,14.0
496,14.0
497,14.0
498,14.0
499,13.0
500,13.0
501,13.0
502,13.0
503,13.0
504,14.0
505,14.0
506,14.0
507,15.0
508,15.0
509,15.0
510,16.0
511,17.0
512,17.0
513,17.0
514,18.0
515,19.0
516,19.0
517,20.0
518,21.0
519,21.0
520,21.0
521,22.0
522,22.0
523,23.0
524,23.0
525,23.0
526,23.0
527,23.0
528,23.0
529,23.0
530,23.0
531,23.0
532,23.0
533,23.0
534,22.0
535,22.0
536,21.0
537,21.0
538,20.0
539,19.0
540,19.0
541,18.0
542,18.0
543,17.0
544,17.0
545,16.0
546,16.0
547,15.0
548,15.0
549,14.0
550,14.0
551,14.0
552,13.0
553,13.0
554,13.0
555,13.0
556,13.0
557,13.0
558,14.0
559,14.0
560,14.0
561,14.0
562,15.0
563,16.0
564,16.0
565,16.0
566,17.0
567,17.0
568,18.0
569,19.0
570,19.0
571,20.0
572,20.0
573,21.0
574,21.0
575,22.0
576,22.0
577,23.0
578,23.0
579,23.0
580,23.0
581,23.0
582,24.0
583,23.0
584,23.0
585,23.0
586,23.0
587,23.0
588,22.0
589,22.0
590,21.0
591,21.0
592,20.0
593,20.0
594,19.0
595,19.0
596,18.0
597,18.0
598,17.0
599,16.0
600,16.0
601,16.0
602,15.0
603,14.0
604,14.0
605,14.0
606,14.0
607,14.0
608,13.0
609,13.0
610,13.0
611,13.0
612,14.0
613,14.0
614,14.0
615,15.0
616,15.0
617,15.0
618,16.0
619,16.0
620,17.0
621,17.0
622,18.0
623,18.0
624,19.0
625,19.0
626,20.0
627,21.0
628,21.0
629,22.0
630,22.0
631,23.0
632,23.0
633,23.0
634,23.0
635,23.0
636,23.0
637,23.0
638,23.0
639,23.0
640,23.0
641,23.0
642,22.0
643,22.0
644,22.0
645,21.0
646,21.0
647,20.0
648,20.0
649,19.0
650,18.0
651,17.0
652,17.0
653,16.0
654,16.0
655,16.0
656,15.0
657,15.0
658,14.0
659,14.0
660,14.0
661,14.0
662,13.0
663,13.0
664,14.0
665,14.0
666,14.0
667,14.0
668,14.0
669,14.0
670,15.0
671,15.0
672,15.0
673,16.0
674,17.0
675,17.0
676,18.0
677,18.0
678,19.0
679,20.0
680,20.0
681,21.0
682,21.0
683,22.0
684,22.0
685,23.0
686,23.0
687,23.0
688,23.0
689,23.0
690,24.0
691,23.0
692,23.0
693,23.0
694,23.0
695,23.0
696,22.0
697,22.0
698,22.0
699,21.0
700,21.0
701,20.0
702,19.0
703,19.0
704,18.0
705,18.0
706,17.0
707,17.0
708,16.0
709,16.0
710,15.0
711,15.0
712,15.0
713,15.0
714,14.0
715,14.0
716,13.0
717,14.0
718,13.0
719,13.0
720,13.0
721,14.0
722,14.0
723,14.0
724,14.0
725,15.0
726,15.0
727,16.0
728,17.0
729,17.0
730,18.0
731,18.0
732,19.0
733,19.0
734,20.0
735,20.0
736,21.0
737,21.0
738,22.0
739,22.0
740,23.0
741,23.0
742,23.0
743,23.0
744,23.0
745,23.0
746,23.0
747,23.0
748,23.0
749,23.0
750,23.0
751,22.0
752,22.0
753,21.0
754,21.0
755,20.0
756,20.0
757,19.0
758,19.0
759,18.0
760,18.0
761,17.0
762,16.0
763,16.0
764,15.0
765,15.0
766,14.0
767,14.0
768,14.0
769,14.0
770,13.0
771,13.0
772,13.0
773,13.0
774,13.0
775,13.0
776,14.0
777,14.0
778,14.0
779,15.0
780,15.0
781,16.0
782,16.0
783,17.0
784,17.0
785,18.0
786,18.0
787,19.0
788,20.0
789,20.0
790,21.0
791,21.0
792,22.0
793,22.0
794,23.0
795,23.0
796,23.0
797,24.0
798,23.0
799,23.0
800,23.0
801,23.0
802,23.0
803,23.0
804,23.0
805,23.0
806,22.0
807,21.0
808,21.0
809,21.0
810,20.0
811,19.0
812,19.0
813,18.0
814,18.0
815,17.0
816,16.0
817,16.0
818,15.0
819,15.0
820,15.0
821,14.0
822,14.0
823,14.0
824,13.0
825,13.0
826,13.0
827,13.0
828,14.0
829,14.0
830,14.0
831,14.0
832,15.0
833,15.0
834,16.0
835,16.0
836,16.0
837,17.0
838,17.0
839,18.0
840,18.0
841,19.0
842,19.0
843,20.0
844,21.0
845,21.0
846,22.0
847,22.0
848,22.0
849,23.0
850,23.0
851,23.0
852,24.0
853,24.0
854,23.0
855,23.0
856,23.0
857,23.0
858,22.0
859,22.0
860,22.0
861,22.0
862,21.0
863,21.0
864,20.0
865,19.0
866,19.0
867,18.0
868,17.0
869,17.0
870,17.0
871,16.0
872,16.0
873,15.0
874,15.0
875,15.0
876,14.0
877,14.0
878,13.0
879,13.0
880,13.0
881,13.0
882,13.0
883,13.0
884,14.0
885,14.0
886,14.0
887,15.0
888,15.0
889,16.0
890,16.0
891,17.0
892,17.0
893,17.0
894,18.0
895,19.0
896,19.0
897,20.0
898,20.0
899,21.0
900,22.0
901,22.0
902,22.0
903,23.0
904,23.0
905,23.0
906,23.0
907,24.0
908,24.0
909,23.0
910,23.0
911,23.0
912,23.0
913,22.0
914,22.0
915,22.0
916,21.0
917,21.0
918,20.0
919,20.0
920,19.0
921,19.0
922,18.0
923,17.0
924,17.0
925,16.0
926,16.0
927,15.0
928,15.0
929,15.0
930,14.0
931,14.0
932,14.0
933,13.0
934,14.0
935,13.0
936,13.0
937,14.0
938,13.0
939,14.0
940,14.0
941,15.0
942,15.0
943,15.0
944,16.0
945,16.0
946,17.0
947,17.0
948,18.0
949,19.0
950,19.0
951,20.0
952,21.0
953,21.0
954,21.0
955,22.0
956,22.0
957,23.0
958,23.0
959,23.0
960,23.0
961,23.0
962,24.0
963,24.0
964,23.0
965,23.0
966,23.0
967,23.0
968,22.0
969,22.0
970,21.0
971,21.0
972,21.0
973,20.0
974,19.0
975,19.0
976,18.0
977,17.0
978,17.0
979,16.0
980,16.0
981,15.0
982,15.0
983,15.0
984,14.0
985,14.0
986,14.0
987,14.0
988,13.0
989,13.0
990,13.0
991,13.0
992,14.0
993,14.0
994,14.0
995,14.0
996,15.0
997,15.0
998,16.0
999,16.0
1000,17.0
1001,17.0
1002,18.0
1003,18.0
1004,19.0
1005,20.0
1006,20.0
1007,21.0
1008,21.0
1009,22.0
1010,22.0
1011,23.0
1012,23.0
1013,23.0
1014,23.0
1015,23.0
1016,23.0
1017,23.0
1018,23.0
1019,23.0
1020,23.0
1021,23.0
1022,22.0
1023,22.0
1024,22.0
1025,21.0
1026,21.0
1027,20.0
1028,19.0
1029,19.0
1030,18.0
1031,18.0
1032,17.0
1033,16.0
1034,16.0
1035,16.0
1036,15.0
1037,15.0
1038,14.0
1039,14.0
1040,14.0
1041,13.0
1042,13.0
1043,13.0
1044,13.0
1045,13.0
1046,13.0
1047,14.0
1048,14.0
1049,14.0
1050,15.0
1051,15.0
1052,16.0
1053,16.0
1054,16.0
1055,17.0
1056,18.0
1057,18.0
1058,19.0
1059,20.0
1060,20.0
1061,21.0
1062,21.0
1063,22.0
1064,22.0
1065,22.0
1066,23.0
1067,23.0
1068,23.0
1069,23.0
1070,23.0
1071,23.0
1072,23.0
1073,23.0
1074,23.0
1075,23.0
1076,22.0
1077,22.0
1078,22.0
1079,21.0
1080,21.0
1081,20.0
1082,20.0
1083,19.0
1084,18.0
1085,18.0
1086,17.0
1087,17.0
1088,16.0
1089,16.0
1090,15.0
1091,15.0
1092,14.0
1093,14.0
1094,14.0
1095,14.0
1096,13.0
1097,13.0
1098,14.0
1099,14.0
1100,13.0
1101,13.0
1102,14.0
1103,14.0
1104,14.0
1105,15.0
1106,16.0
1107,16.0
1108,16.0
1109,17.0
1110,17.0
1111,18.0
1112,19.0
1113,19.0
1114,20.0
1115,20.0
1116,21.0
1117,22.0
1118,22.0
1119,22.0
1120,22.0
1121,23.0
1122,23.0
1123,24.0
1124,24.0
1125,24.0
1126,23.0
1127,23.0
1128,23.0
1129,23.0
1130,23.0
1131,22.0
1132,22.0
1133,22.0
1134,21.0
1135,21.0
1136,20.0
1137,19.0
1138,18.0
1139,18.0
1140,17.0
1141,17.0
1142,16.0
1143,16.0
1144,15.0
1145,15.0
1146,15.0
1147,14.0
1148,14.0
1149,14.0
1150,14.0
1151,13.0
1152,13.0
1153,13.0
1154,13.0
1155,14.0
1156,14.0
1157,14.0
1158,14.0
1159,15.0
1160,15.0
1161,16.0
1162,16.0
1163,17.0
1164,17.0
1165,18.0
1166,18.0
1167,19.0
1168,20.0
1169,20.0
1170,21.0
1171,21.0
1172,22.0
1173,22.0
1174,23.0
1175,23.0
1176,23.0
1177,23.0
1178,23.0
1179,23.0
1180,23.0
1181,23.0
1182,23.0
1183,23.0
1184,23.0
1185,23.0
1186,22.0
1187,22.0
1188,21.0
1189,21.0
1190,20.0
1191,19.0
1192,19.0
1193,18.0
1194,18.0
1195,17.0
1196,17.0
1197,16.0
1198,16.0
1199,15.0
1200,14.0
1201,14.0
1202,14.0
1203,14.0
1204,13.0
1205,13.0
1206,13.0
1207,13.0
1208,13.0
1209,14.0
1210,14.0
1211,14.0
1212,14.0
1213,15.0
1214,15.0
1215,16.0
1216,16.0
1217,16.0
1218,17.0
1219,18.0
1220,18.0
1221,19.0
1222,20.0
1223,20.0
1224,21.0
1225,21.0
1226,21.0
1227,22.0
1228,23.0
1229,23.0
1230,23.0
1231,23.0
1232,23.0
1233,23.0
1234,24.0
1235,23.0
1236,23.0
1237,23.0
1238,23.0
1239,23.0
1240,22.0
1241,22.0
1242,21.0
1243,20.0
1244,20.0
1245,20.0
1246,19.0
1247,18.0
1248,18.0
1249,17.0
1250,17.0
1251,16.0
1252,16.0
1253,15.0
1254,15.0
1255,15.0
1256,14.0
1257,14.0
1258,13.0
1259,13.0
1260,13.0
1261,14.0
1262,13.0
1263,13.0
1264,14.0
1265,14.0
1266,14.0
1267,15.0
1268,15.0
1269,16.0
1270,16.0
1271,17.0
1272,17.0
1273,18.0
1274,18.0
1275,19.0
1276,19.0
1277,20.0
1278,21.0
1279,21.0
1280,22.0
1281,22.0
1282,22.0
1283,23.0
1284,23.0
1285,23.0
1286,24.0
1287,24.0
1288,23.0
1289,23.0
1290,23.0
1291,23.0
1292,23.0
1293,22.0
1294,22.0
1295,22.0
1296,21.0
1297,21.0
1298,20.0
1299,20.0
1300,19.0
1301,18.0
1302,18.0
1303,17.0
1304,17.0
1305,16.0
1306,16.0
1307,16.0
1308,15.0
1309,14.0
1310,14.0
1311,14.0
1312,14.0
1313,14.0
1314,13.0
1315,13.0
1316,13.0
1317,13.0
1318,14.0
1319,14.0
1320,14.0
1321,15.0
1322,15.0
1323,15.0
1324,16.0
1325,16.0
1326,17.0
1327,18.0
1328,18.0
1329,19.0
1330,19.0
1331,20.0
1332,20.0
1333,21.0
1334,21.0
1335,22.0
1336,22.0
1337,23.0
1338,23.0
1339,23.0
1340,23.0
1341,23.0
1342,24.0
1343,24.0
1344,23.0
1345,23.0
1346,23.0
1347,23.0
1348,22.0
1349,22.0
1350,21.0
1351,21.0
1352,20.0
1353,20.0
1354,19.0
1355,18.0
1356,18.0
1357,17.0
1358,17.0
1359,16.0
1360,16.0
1361,16.0
1362,15.0
1363,14.0
1364,14.0
1365,14.0
1366,13.0
1367,14.0
1368,13.0
1369,13.0
1370,13.0
1371,13.0
1372,14.0
1373,14.0
1374,14.0
1375,14.0
1376,15.0
1377,16.0
1378,16.0
1379,16.0
1380,17.0
1381,18.0
1382,18.0
1383,19.0
1384,19.0
1385,19.0
1386,20.0
1387,21.0
1388,21.0
1389,22.0
1390,22.0
1391,23.0
1392,23.0
1393,23.0
1394,23.0
1395,23.0
1396,24.0
1397,24.0
1398,23.0
1399,23.0
1400,23.0
1401,23.0
1402,22.0
1403,22.0
1404,22.0
1405,21.0
1406,21.0
1407,20.0
1408,20.0
1409,19.0
1410,18.0
1411,18.0
1412,17.0
1413,16.0
1414,16.0
1415,16.0
1416,15.0
1417,15.0
1418,14.0
1419,14.0
1420,14.0
1421,13.0
1422,13.0
1423,13.0
1424,14.0
1425,14.0
1426,13.0
1427,13.0
1428,14.0
1429,14.0
1430,15.0
1431,15.0
1432,16.0
1433,16.0
1434,17.0
1435,17.0
1436,17.0
1437,18.0
1438,19.0
1439,20.0
1440,20.0
1441,20.0
1442,21.0
1443,22.0
1444,22.0
1445,22.0
1446,23.0
1447,23.0
1448,23.0
1449,23.0
1450,23.0
1451,23.0
1452,23.0
1453,23.0
1454,23.0
1455,23.0
1456,23.0
1457,22.0
1458,22.0
1459,21.0
1460,21.0
1461,20.0
1462,19.0
1463,19.0
1464,19.0
1465,18.0
1466,17.0
1467,17.0
1468,16.0
1469,15.0
1470,15.0
1471,15.0
1472,14.0
1473,14.0
1474,14.0
1475,14.0
1476,14.0
1477,14.0
1478,13.0
1479,13.0
1480,14.0
1481,14.0
1482,14.0
1483,14.0
1484,15.0
1485,15.0
1486,15.0
1487,16.0
1488,16.0
1489,17.0
1490,18.0
1491,18.0
1492,19.0
1493,19.0
1494,20.0
1495,20.0
1496,21.0
1497,21.0
1498,22.0
1499,22.0
1500,23.0
1501,23.0
1502,23.0
1503,23.0
1504,23.0
1505,23.0
1506,23.0
1507,23.0
1508,23.0
1509,23.0
1510,23.0
1511,22.0
1512,22.0
1513,21.0
1514,21.0
1515,20.0
1516,20.0
1517,19.0
1518,19.0
1519,18.0
1520,18.0
1521,17.0
1522,16.0
1523,16.0
1524,15.0
1525,15.0
1526,14.0
1527,14.0
1528,14.0
1529,14.0
1530,14.0
1531,13.0
1532,13.0
1533,13.0
1534,13.0
1535,14.0
1536,14.0
1537,14.0
1538,14.0
1539,15.0
1540,15.0
1541,16.0
1542,16.0
1543,17.0
1544,17.0
1545,18.0
1546,19.0
1547,19.0
1548,20.0
1549,20.0
1550,21.0
1551,21.0
1552,22.0
1553,22.0
1554,23.0
1555,23.0
1556,23.0
1557,23.0
1558,23.0
1559,23.0
1560,24.0
1561,23.0
1562,23.0
1563,23.0
1564,23.0
1565,23.0
1566,22.0
1567,21.0
1568,21.0
1569,21.0
1570,20.0
1571,19.0
1572,19.0
1573,18.0
1574,18.0
1575,17.0
1576,16.0
1577,16.0
1578,16.0
1579,15.0
1580,15.0
1581,14.0
1582,14.0
1583,14.0
1584,13.0
1585,13.0
1586,13.0
1587,14.0
1588,13.0
1589,13.0
1590,14.0
1591,14.0
1592,14.0
1593,15.0
1594,15.0
1595,16.0
1596,16.0
1597,17.0
1598,17.0
1599,18.0
1600,18.0
1601,19.0
1602,20.0
1603,20.0
1604,21.0
1605,21.0
1606,22.0
1607,22.0
1608,22.0
1609,23.0
1610,23.0
1611,23.0
1612,23.0
1613,23.0
1614,23.0
1615,23.0
1616,23.0
1617,23.0
1618,23.0
1619,22.0
1620,22.0
1621,22.0
1622,21.0
1623,20.0
1624,20.0
1625,20.0
1626,19.0
1627,19.0
1628,18.0
1629,17.0
1630,17.0
1631,16.0
1632,15.0
1633,15.0
1634,15.0
1635,14.0
1636,14.0
1637,14.0
1638,14.0
1639,13.0
1640,13.0
1641,13.0
1642,13.0
1643,13.0
1644,14.0
1645,14.0
1646,14.0
1647,15.0
1648,15.0
1649,16.0
1650,16.0
1651,17.0
1652,17.0
1653,18.0
1654,18.0
1655,19.0
1656,19.0
1657,20.0
1658,20.0
1659,21.0
1660,22.0
1661,22.0
1662,22.0
1663,23.0
1664,23.0
1665,23.0
1666,23.0
1667,23.0
1668,23.0
1669,23.0
1670,23.0
1671,23.0
1672,23.0
1673,22.0
1674,22.0
1675,22.0
1676,21.0
1677,21.0
1678,20.0
1679,20.0
1680,19.0
1681,18.0
1682,18.0
1683,17.0
1684,17.0
1685,16.0
1686,16.0
1687,15.0
1688,15.0
1689,15.0
1690,14.0
1691,14.0
1692,14.0
1693,14.0
1694,13.0
1695,13.0
1696,13.0
1697,14.0
1698,14.0
1699,14.0
1700,14.0
1701,15.0
1702,15.0
1703,15.0
1704,16.0
1705,16.0
1706,17.0
1707,17.0
1708,18.0
1709,18.0
1710,19.0
1711,20.0
1712,20.0
1713,21.0
1714,21.0
1715,22.0
1716,22.0
1717,23.0
1718,23.0
1719,23.0
1720,23.0
1721,23.0
1722,24.0
1723,23.0
1724,23.0
1725,23.0
1726,23.0
1727,23.0
1728,22.0
1729,22.0
1730,21.0
1731,21.0
1732,20.0
1733,20.0
1734,19.0
1735,18.0
1736,18.0
1737,18.0
1738,17.0
1739,16.0
1740,16.0
1741,16.0
1742,15.0
1743,15.0
1744,14.0
1745,14.0
1746,14.0
1747,14.0
1748,13.0
1749,13.0
1750,13.0
1751,13.0
1752,13.0
1753,13.0
1754,14.0
1755,14.0
1756,15.0
1757,15.0
1758,16.0
1759,16.0
1760,16.0
1761,17.0
1762,18.0
1763,18.0
1764,19.0
1765,20.0
1766,20.0
1767,21.0
1768,21.0
1769,22.0
1770,22.0
1771,22.0
1772,23.0
1773,23.0
1774,23.0
1775,23.0
1776,23.0
1777,23.0
1778,23.0
1779,23.0
1780,23.0
1781,23.0
1782,22.0
1783,22.0
1784,22.0
1785,22.0
1786,21.0
1787,20.0
1788,19.0
1789,19.0
1790,18.0
1791,18.0
1792,17.0
1793,17.0
1794,16.0
1795,16.0
1796,15.0
1797,14.0
1798,14.0
1799,14.0
1800,14.0
1801,13.0
1802,13.0
1803,13.0
1804,13.0
1805,13.0
1806,14.0
1807,14.0
1808,14.0
1809,14.0
1810,15.0
1811,15.0
1812,15.0
1813,16.0
1814,16.0
1815,17.0
1816,18.0
1817,18.0
1818,19.0
1819,20.0
1820,20.0
1821,21.0
1822,21.0
1823,22.0
1824,22.0
1825,23.0
1826,23.0
1827,23.0
1828,23.0
1829,23.0
1830,23.0
1831,23.0
1832,23.0
1833,24.0
1834,23.0
1835,23.0
1836,22.0
1837,22.0
1838,22.0
1839,21.0
1840,21.0
1841,20.0
1842,20.0
1843,19.0
1844,18.0
1845,18.0
1846,17.0
1847,17.0
1848,16.0
1849,16.0
1850,15.0
1851,15.0
1852,14.0
1853,14.0
1854,14.0
1855,14.0
1856,13.0
1857,13.0
1858,13.0
1859,13.0
1860,14.0
1861,14.0
1862,14.0
1863,14.0
1864,15.0
1865,15.0
1866,15.0
1867,16.0
1868,16.0
1869,17.0
1870,17.0
1871,18.0
1872,19.0
1873,19.0
1874,20.0
1875,21.0
1876,21.0
1877,21.0
1878,22.0
1879,22.0
1880,23.0
1881,23.0
1882,23.0
1883,23.0
1884,23.0
1885,24.0
1886,24.0
1887,23.0
1888,23.0
1889,23.0
1890,23.0
1891,23.0
1892,22.0
1893,22.0
1894,21.0
1895,20.0
1896,20.0
1897,19.0
1898,19.0
1899,18.0
1900,17.0
1901,17.0
1902,16.0
1903,16.0
1904,15.0
1905,15.0
1906,14.0
1907,14.0
1908,14.0
1909,14.0
1910,13.0
1911,13.0
1912,13.0
1913,13.0
1914,13.0
1915,14.0
1916,14.0
1917,14.0
1918,15.0
1919,15.0
1920,15.0
1921,16.0
1922,16.0
1923,17.0
1924,17.0
1925,18.0
1926,18.0
1927,19.0
1928,20.0
1929,20.0
1930,21.0
1931,21.0
1932,21.0
1933,22.0
1934,23.0
1935,23.0
1936,23.0
1937,23.0
1938,23.0
1939,23.0
1940,23.0
1941,23.0
1942,23.0
1943,23.0
1944,23.0
1945,22.0
1946,22.0
1947,22.0
1948,21.0
1949,21.0
1950,20.0
1951,19.0
1952,19.0
1953,18.0
1954,18.0
1955,17.0
1956,16.0
1957,16.0
1958,15.0
1959,15.0
1960,15.0
1961,14.0
1962,14.0
1963,14.0
1964,13.0
1965,13.0
1966,13.0
1967,13.0
1968,13.0
1969,13.0
1970,14.0
1971,14.0
1972,15.0
1973,15.0
1974,15.0
1975,16.0
1976,16.0
1977,17.0
1978,17.0
1979,18.0
1980,18.0
1981,19.0
1982,20.0
1983,20.0
1984,21.0
1985,21.0
1986,22.0
1987,22.0
1988,22.0
1989,23.0
1990,23.0
1991,24.0
1992,23.0
1993,23.0
1994,23.0
1995,23.0
1996,23.0
1997,23.0
1998,23.0
1999,23.0
2000,22.0
2001,22.0
2002,21.0
2003,21.0
2004,20.0
2005,20.0
2006,19.0
2007,18.0
2008,18.0
2009,17.0
2010,17.0
2011,16.0
2012,16.0
2013,15.0
2014,15.0
2015,15.0
2016,14.0
2017,14.0
2018,14.0
2019,14.0
2020,13.0
2021,13.0
2022,13.0
2023,13.0
2024,13.0
2025,14.0
2026,14.0
2027,15.0
2028,15.0
2029,15.0
2030,16.0
2031,17.0
2032,17.0
2033,18.0
2034,18.0
2035,19.0
2036,19.0
2037,20.0
2038,20.0
2039,21.0
2040,22.0
2041,22.0
2042,22.0
2043,23.0
2044,23.0
2045,23.0
2046,23.0
2047,23.0
2048,23.0
2049,23.0
2050,23.0
2051,23.0
2052,23.0
2053,23.0
2054,22.0
2055,22.0
2056,21.0
2057,21.0
2058,20.0
2059,20.0
2060,19.0
2061,18.0
2062,18.0
2063,17.0
2064,17.0
2065,16.0
2066,16.0
2067,15.0
2068,15.0
2069,15.0
2070,14.0
2071,14.0
2072,14.0
2073,13.0
2074,13.0
2075,13.0
2076,13.0
2077,14.0
2078,14.0
2079,14.0
2080,14.0
2081,14.0
2082,15.0
2083,16.0
2084,16.0
2085,16.0
2086,17.0
2087,17.0
2088,18.0
2089,18.0
2090,19.0
2091,20.0
2092,20.0
2093,21.0
2094,21.0
2095,22.0
2096,22.0
2097,23.0
2098,23.0
2099,23.0
2100,23.0
2101,23.0
2102,23.0
2103,23.0
2104,23.0
2105,23.0
2106,23.0
2107,23.0
2108,23.0
2109,22.0
2110,21.0
2111,21.0
2112,21.0
2113,20.0
2114,19.0
2115,19.0
2116,18.0
2117,17.0
2118,17.0
2119,16.0
2120,16.0
2121,15.0
2122,15.0
2123,15.0
2124,14.0
2125,14.0
2126,14.0
2127,13.0
2128,13.0
2129,13.0
2130,13.0
2131,13.0
2132,14.0
2133,13.0
2134,14.0
2135,14.0
2136,15.0
2137,15.0
2138,16.0
2139,16.0
