,Amplitude
184,14.0
185,14.0
186,14.0
187,14.0
188,14.0
189,14.0
190,14.0
191,14.0
192,14.0
193,14.0
194,14.0
195,14.0
196,14.0
197,14.0
198,14.0
199,14.0
200,14.0
201,14.0
202,14.0
203,14.0
204,14.0
205,14.0
206,14.0
207,14.0
208,14.0
209,14.0
210,14.0
211,14.0
212,14.0
213,14.0
214,14.0
215,14.0
216,14.0
217,14.0
218,14.0
219,14.0
220,14.0
221,14.0
222,14.0
223,14.0
224,14.0
225,14.0
226,15.0
227,15.0
228,14.0
229,14.0
230,14.0
231,15.0
232,15.0
233,15.0
234,15.0
235,15.0
236,15.0
237,15.0
238,15.0
239,15.0
240,15.0
241,15.0
242,15.0
243,15.0
244,15.0
245,15.0
246,15.0
247,15.0
248,15.0
249,15.0
250,15.0
251,15.0
252,15.0
253,15.0
254,15.0
255,15.0
256,15.0
257,15.0
258,15.0
259,15.0
260,15.0
261,15.0
262,15.0
263,16.0
264,15.0
265,16.0
266,16.0
267,16.0
268,15.0
269,16.0
270,16.0
271,16.0
272,16.0
273,16.0
274,16.0
275,16.0
276,16.0
277,16.0
278,16.0
279,16.0
280,16.0
281,16.0
282,16.0
283,16.0
284,16.0
285,16.0
286,16.0
287,16.0
288,16.0
289,16.0
290,16.0
291,16.0
292,16.0
293,16.0
294,17.0
295,17.0
296,17.0
297,17.0
298,16.0
299,17.0
300,17.0
301,17.0
302,17.0
303,17.0
304,17.0
305,17.0
306,17.0
307,17.0
308,17.0
309,17.0
310,17.0
311,17.0
312,17.0
313,17.0
314,17.0
315,17.0
316,17.0
317,17.0
318,17.0
319,17.0
320,18.0
321,18.0
322,18.0
323,18.0
324,18.0
325,18.0
326,18.0
327,18.0
328,18.0
329,18.0
330,18.0
331,18.0
332,18.0
333,18.0
334,18.0
335,18.0
336,18.0
337,18.0
338,18.0
339,18.0
340,18.0
341,18.0
342,18.0
343,18.0
344,18.0
345,19.0
346,19.0
347,19.0
348,19.0
349,18.0
350,18.0
351,19.0
352,19.0
353,19.0
354,19.0
355,19.0
356,19.0
357,19.0
358,19.0
359,19.0
360,19.0
361,19.0
362,19.0
363,19.0
364,19.0
365,19.0
366,19.0
367,19.0
368,19.0
369,19.0
370,19.0
371,20.0
372,20.0
373,20.0
374,20.0
375,20.0
376,20.0
377,20.0
378,20.0
379,20.0
380,20.0
381,20.0
382,20.0
383,20.0
384,20.0
385,20.0
386,20.0
387,20.0
388,20.0
389,20.0
390,20.0
391,20.0
392,20.0
393,20.0
394,20.0
395,20.0
396,21.0
397,21.0
398,21.0
399,21.0
400,21.0
401,21.0
402,20.0
403,20.0
404,20.0
405,21.0
406,21.0
407,21.0
408,21.0
409,21.0
410,21.0
411,21.0
412,21.0
413,21.0
414,21.0
415,21.0
416,21.0
417,21.0
418,21.0
419,21.0
420,21.0
421,21.0
422,21.0
423,21.0
424,21.0
425,22.0
426,21.0
427,22.0
428,21.0
429,22.0
430,21.0
431,22.0
432,22.0
433,22.0
434,22.0
435,22.0
436,22.0
437,22.0
438,22.0
439,22.0
440,22.0
441,22.0
442,22.0
443,22.0
444,22.0
445,22.0
446,22.0
447,22.0
448,22.0
449,22.0
450,22.0
451,22.0
452,22.0
453,22.0
454,22.0
455,22.0
456,23.0
457,23.0
458,22.0
459,22.0
460,22.0
461,22.0
462,23.0
463,22.0
464,23.0
465,23.0
466,23.0
467,23.0
468,23.0
469,23.0
470,22.0
471,23.0
472,23.0
473,23.0
474,23.0
475,22.0
476,23.0
477,23.0
478,23.0
479,23.0
480,23.0
481,23.0
482,23.0
483,23.0
484,23.0
485,23.0
486,23.0
487,23.0
488,23.0
489,23.0
490,23.0
491,23.0
492,23.0
493,23.0
494,23.0
495,23.0
496,23.0
497,23.0
498,23.0
499,23.0
500,23.0
501,23.0
502,23.0
503,23.0
504,23.0
505,23.0
506,23.0
507,23.0
508,23.0
509,24.0
510,23.0
511,23.0
512,23.0
513,23.0
514,23.0
515,23.0
516,24.0
517,23.0
518,23.0
519,23.0
520,23.0
521,23.0
522,24.0
523,23.0
524,24.0
525,24.0
526,23.0
527,23.0
528,23.0
529,23.0
530,23.0
531,23.0
532,23.0
533,24.0
534,23.0
535,24.0
536,23.0
537,24.0
538,24.0
539,24.0
540,23.0
541,23.0
542,23.0
543,24.0
544,23.0
545,23.0
546,23.0
547,23.0
548,23.0
549,24.0
550,24.0
551,24.0
552,23.0
553,23.0
554,23.0
555,24.0
556,23.0
557,23.0
558,23.0
559,24.0
560,24.0
561,24.0
562,23.0
563,23.0
564,23.0
565,23.0
566,23.0
567,23.0
568,23.0
569,23.0
570,23.0
571,23.0
572,23.0
573,23.0
574,24.0
575,24.0
576,23.0
577,24.0
578,23.0
579,23.0
580,23.0
581,23.0
582,23.0
583,23.0
584,23.0
585,23.0
586,23.0
587,23.0
588,23.0
589,23.0
590,23.0
591,23.0
592,23.0
593,23.0
594,23.0
595,23.0
596,23.0
597,23.0
598,23.0
599,23.0
600,23.0
601,23.0
602,23.0
603,23.0
604,23.0
605,23.0
606,23.0
607,23.0
608,23.0
609,23.0
610,22.0
611,23.0
612,23.0
613,23.0
614,23.0
615,23.0
616,23.0
617,23.0
618,22.0
619,23.0
620,23.0
621,23.0
622,22.0
623,22.0
624,22.0
625,23.0
626,23.0
627,23.0
628,23.0
629,22.0
630,22.0
631,22.0
632,22.0
633,22.0
634,22.0
635,22.0
636,22.0
637,22.0
638,22.0
639,22.0
640,22.0
641,22.0
642,22.0
643,22.0
644,22.0
645,22.0
646,22.0
647,22.0
648,22.0
649,22.0
650,22.0
651,22.0
652,22.0
653,22.0
654,22.0
655,22.0
656,22.0
657,22.0
658,21.0
659,22.0
660,22.0
661,22.0
662,21.0
663,21.0
664,21.0
665,21.0
666,21.0
667,21.0
668,21.0
669,21.0
670,22.0
671,21.0
672,21.0
673,21.0
674,21.0
675,21.0
676,21.0
677,21.0
678,21.0
679,21.0
680,21.0
681,21.0
682,21.0
683,21.0
684,21.0
685,21.0
686,21.0
687,21.0
688,21.0
689,21.0
690,20.0
691,20.0
692,20.0
693,21.0
694,20.0
695,20.0
696,20.0
697,20.0
698,20.0
699,20.0
700,20.0
701,20.0
702,20.0
703,20.0
704,20.0
705,20.0
706,20.0
707,20.0
708,20.0
709,20.0
710,20.0
711,20.0
712,20.0
713,20.0
714,19.0
715,19.0
716,19.0
717,19.0
718,19.0
719,20.0
720,19.0
721,19.0
722,19.0
723,20.0
724,19.0
725,19.0
726,19.0
727,19.0
728,19.0
729,19.0
730,19.0
731,19.0
732,19.0
733,19.0
734,19.0
735,19.0
736,19.0
737,19.0
738,19.0
739,19.0
740,19.0
741,19.0
742,19.0
743,18.0
744,18.0
745,18.0
746,18.0
747,18.0
748,18.0
749,18.0
750,18.0
751,19.0
752,18.0
753,18.0
754,18.0
755,18.0
756,18.0
757,18.0
758,18.0
759,18.0
760,18.0
761,18.0
762,18.0
763,18.0
764,18.0
765,18.0
766,18.0
767,18.0
768,17.0
769,18.0
770,17.0
771,18.0
772,17.0
773,17.0
774,18.0
775,17.0
776,17.0
777,17.0
778,17.0
779,17.0
780,17.0
781,17.0
782,17.0
783,17.0
784,17.0
785,17.0
786,17.0
787,17.0
788,17.0
789,17.0
790,17.0
791,17.0
792,16.0
793,17.0
794,17.0
795,16.0
796,16.0
797,17.0
798,16.0
799,16.0
800,17.0
801,16.0
802,16.0
803,16.0
804,16.0
805,16.0
806,16.0
807,16.0
808,16.0
809,16.0
810,16.0
811,16.0
812,16.0
813,16.0
814,16.0
815,16.0
816,16.0
817,16.0
818,16.0
819,16.0
820,16.0
821,16.0
822,15.0
823,16.0
824,15.0
825,16.0
826,15.0
827,15.0
828,15.0
829,15.0
830,15.0
831,15.0
832,15.0
833,16.0
834,15.0
835,15.0
836,15.0
837,15.0
838,15.0
839,15.0
840,15.0
841,15.0
842,15.0
843,15.0
844,15.0
845,15.0
846,15.0
847,15.0
848,15.0
849,15.0
850,15.0
851,15.0
852,15.0
853,15.0
854,15.0
855,14.0
856,14.0
857,15.0
858,14.0
859,15.0
860,14.0
861,15.0
862,14.0
863,14.0
864,14.0
865,14.0
866,14.0
867,14.0
868,14.0
869,14.0
870,14.0
871,14.0
872,14.0
873,14.0
874,14.0
875,14.0
876,14.0
877,14.0
878,14.0
879,14.0
880,14.0
881,14.0
882,14.0
883,14.0
884,14.0
885,14.0
886,14.0
887,14.0
888,14.0
889,14.0
890,14.0
891,14.0
892,14.0
893,14.0
894,14.0
895,14.0
896,14.0
897,14.0
898,14.0
899,14.0
900,14.0
901,14.0
902,14.0
903,13.0
904,14.0
905,14.0
906,14.0
907,14.0
908,13.0
909,13.0
910,14.0
911,13.0
912,13.0
913,13.0
914,14.0
915,14.0
916,14.0
917,13.0
918,13.0
919,14.0
920,14.0
921,14.0
922,13.0
923,13.0
924,13.0
925,14.0
926,13.0
927,14.0
928,14.0
929,14.0
930,14.0
931,13.0
932,13.0
933,13.0
934,14.0
935,13.0
936,13.0
937,14.0
938,13.0
939,13.0
940,13.0
941,13.0
942,13.0
943,14.0
944,13.0
945,13.0
946,13.0
947,13.0
948,13.0
949,13.0
950,13.0
951,13.0
952,13.0
953,14.0
954,14.0
955,13.0
956,13.0
957,14.0
958,13.0
959,14.0
960,13.0
961,14.0
962,13.0
963,13.0
964,13.0
965,13.0
966,13.0
967,13.0
968,14.0
969,13.0
970,13.0
971,13.0
972,13.0
973,13.0
974,13.0
975,13.0
976,13.0
977,13.0
978,13.0
979,13.0
980,13.0
981,13.0
982,13.0
983,14.0
984,13.0
985,14.0
986,13.0
987,14.0
988,13.0
989,14.0
990,14.0
991,14.0
992,14.0
993,14.0
994,13.0
995,13.0
996,14.0
997,14.0
998,14.0
999,14.0
1000,14.0
1001,14.0
1002,14.0
1003,14.0
1004,14.0
1005,14.0
1006,14.0
1007,14.0
1008,14.0
1009,14.0
1010,14.0
1011,14.0
1012,14.0
1013,14.0
1014,14.0
1015,14.0
1016,14.0
1017,14.0
1018,14.0
1019,14.0
1020,14.0
1021,14.0
1022,14.0
1023,14.0
1024,14.0
1025,14.0
1026,15.0
1027,14.0
1028,14.0
1029,14.0
1030,14.0
1031,14.0
1032,14.0
1033,14.0
1034,14.0
1035,14.0
1036,14.0
1037,14.0
1038,14.0
1039,14.0
1040,15.0
1041,14.0
1042,15.0
1043,15.0
1044,15.0
1045,15.0
1046,15.0
1047,15.0
1048,14.0
1049,15.0
1050,15.0
1051,15.0
1052,14.0
1053,15.0
1054,15.0
1055,15.0
1056,15.0
1057,15.0
1058,15.0
1059,15.0
1060,15.0
1061,15.0
1062,15.0
1063,15.0
1064,15.0
1065,15.0
1066,15.0
1067,15.0
1068,15.0
1069,15.0
1070,15.0
1071,15.0
1072,15.0
1073,15.0
1074,15.0
1075,15.0
1076,15.0
1077,15.0
1078,16.0
1079,16.0
1080,15.0
1081,16.0
1082,16.0
1083,16.0
1084,16.0
1085,16.0
1086,16.0
1087,16.0
1088,16.0
1089,16.0
1090,16.0
1091,16.0
1092,16.0
1093,16.0
1094,16.0
1095,16.0
1096,16.0
1097,16.0
1098,16.0
1099,16.0
1100,16.0
1101,16.0
1102,16.0
1103,17.0
1104,17.0
1105,16.0
1106,16.0
1107,17.0
1108,17.0
1109,17.0
1110,16.0
1111,17.0
1112,17.0
1113,17.0
1114,16.0
1115,17.0
1116,17.0
1117,17.0
1118,17.0
1119,17.0
1120,17.0
1121,17.0
1122,17.0
1123,17.0
1124,17.0
1125,17.0
1126,17.0
1127,17.0
1128,17.0
1129,17.0
1130,17.0
1131,17.0
1132,18.0
1133,18.0
1134,17.0
1135,17.0
1136,17.0
1137,18.0
1138,18.0
1139,17.0
1140,18.0
1141,17.0
1142,18.0
1143,18.0
1144,18.0
1145,18.0
1146,18.0
1147,18.0
1148,18.0
1149,18.0
1150,18.0
1151,18.0
1152,18.0
1153,18.0
1154,18.0
1155,18.0
1156,18.0
1157,18.0
1158,18.0
1159,18.0
1160,19.0
1161,18.0
1162,18.0
1163,18.0
1164,18.0
1165,19.0
1166,19.0
1167,19.0
1168,19.0
1169,19.0
1170,19.0
1171,19.0
1172,19.0
1173,19.0
1174,19.0
1175,20.0
1176,19.0
1177,19.0
1178,19.0
1179,19.0
1180,19.0
1181,19.0
1182,19.0
1183,19.0
1184,19.0
1185,19.0
1186,19.0
1187,19.0
1188,19.0
1189,20.0
1190,20.0
1191,20.0
1192,20.0
1193,20.0
1194,20.0
1195,20.0
1196,20.0
1197,20.0
1198,20.0
1199,20.0
1200,20.0
1201,20.0
1202,20.0
1203,20.0
1204,20.0
1205,20.0
1206,20.0
1207,20.0
1208,20.0
1209,20.0
1210,20.0
1211,20.0
1212,20.0
1213,21.0
1214,20.0
1215,21.0
1216,21.0
1217,21.0
1218,21.0
1219,21.0
1220,21.0
1221,21.0
1222,21.0
1223,21.0
1224,21.0
1225,21.0
1226,21.0
1227,21.0
1228,21.0
1229,21.0
1230,21.0
1231,21.0
1232,21.0
1233,21.0
1234,21.0
1235,21.0
1236,21.0
1237,21.0
1238,21.0
1239,21.0
1240,22.0
1241,22.0
1242,22.0
1243,22.0
1244,21.0
1245,22.0
1246,22.0
1247,22.0
1248,21.0
1249,22.0
1250,22.0
1251,22.0
1252,22.0
1253,22.0
1254,22.0
1255,22.0
1256,22.0
1257,22.0
1258,22.0
1259,22.0
1260,22.0
1261,22.0
1262,22.0
1263,22.0
1264,23.0
1265,22.0
1266,22.0
1267,22.0
1268,22.0
1269,22.0
1270,22.0
1271,22.0
1272,22.0
1273,22.0
1274,22.0
1275,23.0
1276,23.0
1277,23.0
1278,22.0
1279,22.0
1280,23.0
1281,23.0
1282,23.0
1283,23.0
1284,23.0
1285,23.0
1286,23.0
1287,23.0
1288,23.0
1289,23.0
1290,23.0
1291,23.0
1292,23.0
1293,23.0
1294,23.0
1295,23.0
1296,23.0
1297,23.0
1298,23.0
1299,23.0
1300,23.0
1301,23.0
1302,23.0
1303,23.0
1304,23.0
1305,23.0
1306,23.0
1307,23.0
1308,23.0
1309,23.0
1310,23.0
1311,23.0
1312,23.0
1313,23.0
1314,23.0
1315,23.0
1316,23.0
1317,23.0
1318,23.0
1319,23.0
1320,23.0
1321,23.0
1322,23.0
1323,23.0
1324,23.0
1325,24.0
1326,23.0
1327,23.0
1328,23.0
1329,23.0
1330,23.0
1331,23.0
1332,23.0
1333,24.0
1334,23.0
1335,23.0
1336,23.0
1337,23.0
1338,24.0
1339,23.0
1340,23.0
1341,24.0
1342,23.0
1343,23.0
1344,23.0
1345,23.0
1346,23.0
1347,23.0
1348,23.0
1349,23.0
1350,23.0
1351,23.0
1352,24.0
1353,24.0
1354,24.0
1355,24.0
1356,23.0
1357,23.0
1358,23.0
1359,23.0
1360,23.0
1361,23.0
1362,23.0
1363,24.0
1364,23.0
1365,23.0
1366,23.0
1367,24.0
1368,23.0
1369,23.0
1370,23.0
1371,23.0
1372,24.0
1373,24.0
1374,24.0
1375,23.0
1376,23.0
1377,24.0
1378,23.0
1379,23.0
1380,23.0
1381,23.0
1382,23.0
1383,23.0
1384,23.0
1385,23.0
1386,24.0
1387,24.0
1388,24.0
1389,24.0
1390,23.0
1391,24.0
1392,23.0
1393,23.0
1394,23.0
1395,23.0
1396,23.0
1397,23.0
1398,23.0
1399,23.0
1400,23.0
1401,23.0
1402,23.0
1403,23.0
1404,23.0
1405,23.0
1406,23.0
1407,23.0
1408,23.0
1409,23.0
1410,23.0
1411,23.0
1412,23.0
1413,23.0
1414,23.0
1415,23.0
1416,23.0
1417,23.0
1418,23.0
1419,23.0
1420,23.0
1421,23.0
1422,23.0
1423,23.0
1424,23.0
1425,23.0
1426,23.0
1427,23.0
1428,23.0
1429,23.0
1430,23.0
1431,23.0
1432,22.0
1433,22.0
1434,23.0
1435,23.0
1436,23.0
1437,23.0
1438,23.0
1439,22.0
1440,23.0
1441,23.0
1442,22.0
1443,23.0
1444,22.0
1445,22.0
1446,22.0
1447,22.0
1448,22.0
1449,22.0
1450,22.0
1451,22.0
1452,22.0
1453,22.0
1454,22.0
1455,22.0
1456,22.0
1457,22.0
1458,22.0
1459,22.0
1460,22.0
1461,22.0
1462,22.0
1463,22.0
1464,22.0
1465,22.0
1466,22.0
1467,21.0
1468,22.0
1469,22.0
1470,22.0
1471,22.0
1472,22.0
1473,22.0
1474,22.0
1475,22.0
1476,21.0
1477,21.0
1478,21.0
1479,21.0
1480,21.0
1481,21.0
1482,21.0
1483,21.0
1484,21.0
1485,21.0
1486,21.0
1487,21.0
1488,21.0
1489,21.0
1490,21.0
1491,21.0
1492,21.0
1493,21.0
1494,21.0
1495,21.0
1496,21.0
1497,21.0
1498,21.0
1499,21.0
1500,21.0
1501,21.0
1502,20.0
1503,21.0
1504,20.0
1505,21.0
1506,20.0
1507,20.0
1508,20.0
1509,20.0
1510,20.0
1511,20.0
1512,20.0
1513,20.0
1514,20.0
1515,20.0
1516,20.0
1517,20.0
1518,20.0
1519,20.0
1520,20.0
1521,20.0
1522,20.0
1523,20.0
1524,20.0
1525,20.0
1526,20.0
1527,19.0
1528,20.0
1529,20.0
1530,20.0
1531,19.0
1532,19.0
1533,19.0
1534,19.0
1535,19.0
1536,20.0
1537,19.0
1538,19.0
1539,19.0
1540,19.0
1541,19.0
1542,19.0
1543,19.0
1544,19.0
1545,19.0
1546,19.0
1547,19.0
1548,19.0
1549,19.0
1550,19.0
1551,19.0
1552,19.0
1553,19.0
1554,19.0
1555,19.0
1556,18.0
1557,18.0
1558,18.0
1559,19.0
1560,18.0
1561,18.0
1562,18.0
1563,18.0
1564,18.0
1565,18.0
1566,18.0
1567,18.0
1568,18.0
1569,18.0
1570,18.0
1571,18.0
1572,18.0
1573,18.0
1574,18.0
1575,18.0
1576,18.0
1577,17.0
1578,18.0
1579,18.0
1580,18.0
1581,18.0
1582,18.0
1583,17.0
1584,18.0
1585,17.0
1586,17.0
1587,17.0
1588,17.0
1589,17.0
1590,17.0
1591,17.0
1592,17.0
1593,17.0
1594,17.0
1595,17.0
1596,17.0
1597,17.0
1598,17.0
1599,17.0
1600,17.0
1601,17.0
1602,17.0
1603,17.0
1604,17.0
1605,16.0
1606,17.0
1607,17.0
1608,16.0
1609,17.0
1610,17.0
1611,17.0
1612,16.0
1613,16.0
1614,16.0
1615,16.0
1616,16.0
1617,16.0
1618,16.0
1619,16.0
1620,16.0
1621,16.0
1622,16.0
1623,16.0
1624,16.0
1625,16.0
1626,16.0
1627,16.0
1628,16.0
1629,16.0
1630,16.0
1631,16.0
1632,16.0
1633,16.0
1634,16.0
1635,16.0
1636,16.0
1637,16.0
1638,15.0
1639,16.0
1640,15.0
1641,15.0
1642,16.0
1643,16.0
1644,15.0
1645,15.0
1646,15.0
1647,15.0
1648,15.0
1649,15.0
1650,15.0
1651,15.0
1652,15.0
1653,15.0
1654,15.0
1655,15.0
1656,15.0
1657,15.0
1658,15.0
1659,15.0
1660,15.0
1661,15.0
1662,15.0
1663,15.0
1664,15.0
1665,15.0
1666,15.0
1667,14.0
1668,14.0
1669,15.0
1670,15.0
1671,15.0
1672,15.0
1673,15.0
1674,15.0
1675,14.0
1676,15.0
1677,15.0
1678,15.0
1679,15.0
1680,15.0
1681,14.0
1682,14.0
1683,14.0
1684,14.0
1685,14.0
1686,14.0
1687,14.0
1688,14.0
1689,14.0
1690,14.0
1691,14.0
1692,14.0
1693,14.0
1694,14.0
1695,14.0
1696,14.0
1697,14.0
1698,14.0
1699,14.0
1700,14.0
1701,14.0
1702,14.0
1703,14.0
1704,14.0
1705,14.0
1706,14.0
1707,14.0
1708,14.0
1709,14.0
1710,14.0
1711,14.0
1712,14.0
1713,14.0
1714,14.0
1715,14.0
1716,14.0
1717,14.0
1718,14.0
1719,14.0
1720,13.0
1721,14.0
1722,14.0
1723,14.0
1724,14.0
1725,13.0
1726,14.0
1727,13.0
1728,13.0
1729,14.0
1730,13.0
1731,14.0
1732,14.0
1733,14.0
1734,13.0
1735,13.0
1736,13.0
1737,13.0
1738,14.0
1739,13.0
1740,13.0
1741,13.0
1742,13.0
1743,13.0
1744,13.0
1745,14.0
1746,13.0
1747,14.0
1748,13.0
1749,13.0
1750,13.0
1751,13.0
1752,13.0
1753,13.0
1754,13.0
1755,13.0
1756,13.0
1757,13.0
1758,13.0
1759,13.0
1760,13.0
1761,14.0
1762,13.0
1763,13.0
1764,13.0
1765,14.0
1766,13.0
1767,14.0
1768,13.0
1769,13.0
1770,13.0
1771,13.0
1772,13.0
1773,13.0
1774,13.0
1775,13.0
1776,13.0
1777,13.0
1778,13.0
1779,13.0
1780,13.0
1781,13.0
1782,13.0
1783,13.0
1784,13.0
1785,13.0
1786,13.0
1787,13.0
1788,13.0
1789,13.0
1790,14.0
1791,13.0
1792,13.0
1793,13.0
1794,13.0
1795,13.0
1796,13.0
1797,14.0
1798,14.0
1799,14.0
1800,13.0
1801,14.0
1802,13.0
1803,14.0
1804,14.0
1805,14.0
1806,14.0
1807,13.0
1808,14.0
1809,14.0
1810,13.0
1811,14.0
1812,14.0
1813,14.0
1814,14.0
1815,14.0
1816,14.0
1817,14.0
1818,14.0
1819,14.0
1820,13.0
1821,14.0
1822,14.0
1823,14.0
1824,14.0
1825,14.0
1826,14.0
1827,14.0
1828,14.0
1829,14.0
1830,14.0
1831,14.0
1832,14.0
1833,14.0
1834,14.0
1835,14.0
1836,14.0
1837,14.0
1838,14.0
1839,14.0
1840,14.0
1841,14.0
1842,14.0
1843,14.0
1844,14.0
1845,14.0
1846,14.0
1847,14.0
1848,14.0
1849,14.0
1850,14.0
1851,15.0
1852,14.0
1853,15.0
1854,14.0
1855,14.0
1856,14.0
1857,15.0
1858,14.0
1859,15.0
1860,15.0
1861,15.0
1862,14.0
1863,15.0
1864,14.0
1865,15.0
1866,15.0
1867,15.0
1868,15.0
1869,15.0
1870,15.0
1871,15.0
1872,15.0
1873,15.0
1874,15.0
1875,15.0
1876,15.0
1877,15.0
1878,15.0
1879,15.0
1880,15.0
1881,15.0
1882,15.0
1883,15.0
1884,15.0
1885,15.0
1886,15.0
1887,15.0
1888,15.0
1889,15.0
1890,16.0
1891,16.0
1892,16.0
1893,15.0
1894,16.0
1895,16.0
1896,16.0
1897,16.0
1898,16.0
1899,16.0
1900,16.0
1901,16.0
1902,16.0
1903,16.0
1904,16.0
1905,16.0
1906,16.0
1907,16.0
1908,16.0
1909,16.0
1910,16.0
1911,16.0
1912,16.0
1913,16.0
1914,16.0
1915,16.0
1916,16.0
1917,17.0
1918,17.0
1919,16.0
1920,16.0
1921,16.0
1922,16.0
1923,16.0
1924,16.0
1925,17.0
1926,17.0
1927,17.0
1928,17.0
1929,17.0
1930,17.0
1931,17.0
1932,17.0
1933,17.0
1934,17.0
1935,17.0
1936,17.0
1937,17.0
1938,17.0
1939,17.0
1940,17.0
1941,17.0
1942,17.0
1943,17.0
1944,17.0
1945,17.0
1946,17.0
1947,18.0
1948,18.0
1949,18.0
1950,18.0
1951,17.0
1952,18.0
1953,18.0
1954,18.0
1955,18.0
1956,18.0
1957,18.0
1958,18.0
1959,18.0
1960,18.0
1961,18.0
1962,18.0
1963,18.0
1964,18.0
1965,18.0
1966,18.0
1967,18.0
1968,18.0
1969,19.0
1970,19.0
1971,18.0
1972,18.0
1973,18.0
1974,18.0
1975,18.0
1976,18.0
1977,19.0
1978,19.0
1979,19.0
1980,19.0
1981,18.0
1982,19.0
1983,19.0
1984,19.0
1985,19.0
1986,19.0
1987,19.0
1988,19.0
1989,19.0
1990,19.0
1991,19.0
1992,19.0
1993,19.0
1994,19.0
1995,19.0
1996,19.0
1997,19.0
1998,19.0
1999,19.0
2000,19.0
2001,20.0
2002,20.0
2003,20.0
2004,20.0
2005,20.0
2006,20.0
2007,20.0
2008,20.0
2009,20.0
2010,20.0
2011,20.0
2012,20.0
2013,20.0
2014,20.0
2015,20.0
2016,20.0
2017,20.0
2018,20.0
2019,20.0
2020,20.0
2021,20.0
2022,21.0
2023,20.0
2024,20.0
2025,20.0
2026,20.0
2027,20.0
2028,20.0
2029,21.0
2030,21.0
2031,21.0
2032,21.0
2033,21.0
2034,20.0
2035,21.0
2036,21.0
2037,21.0
2038,21.0
2039,21.0
2040,21.0
2041,21.0
2042,21.0
2043,21.0
2044,21.0
2045,21.0
2046,21.0
2047,21.0
2048,21.0
2049,21.0
2050,21.0
2051,22.0
2052,21.0
2053,21.0
2054,21.0
2055,22.0
2056,21.0
2057,22.0
2058,21.0
2059,22.0
2060,21.0
2061,22.0
2062,22.0
2063,22.0
2064,22.0
2065,22.0
2066,22.0
2067,22.0
2068,22.0
2069,22.0
2070,22.0
2071,22.0
2072,22.0
2073,22.0
2074,22.0
2075,22.0
2076,22.0
2077,22.0
2078,22.0
2079,22.0
2080,22.0
2081,22.0
2082,22.0
2083,22.0
2084,22.0
2085,22.0
2086,22.0
2087,22.0
2088,22.0
2089,23.0
2090,23.0
2091,22.0
2092,22.0
2093,22.0
2094,22.0
2095,23.0
2096,22.0
2097,23.0
2098,23.0
2099,23.0
2100,23.0
2101,23.0
2102,22.0
2103,23.0
2104,23.0
2105,23.0
2106,23.0
2107,23.0
2108,23.0
2109,23.0
2110,23.0
2111,23.0
2112,23.0
2113,23.0
2114,23.0
2115,23.0
2116,23.0
2117,23.0
2118,23.0
2119,23.0
2120,23.0
2121,23.0
2122,23.0
2123,23.0
2124,23.0
2125,23.0
2126,23.0
2127,23.0
2128,23.0
2129,23.0
2130,23.0
2131,23.0
2132,23.0
2133,23.0
2134,23.0
2135,23.0
2136,23.0
2137,23.0
2138,23.0
2139,23.0
