,Amplitude
815,18.0
816,22.0
817,24.0
818,22.0
819,19.0
820,15.0
821,14.0
822,14.0
823,17.0
824,21.0
825,23.0
826,22.0
827,19.0
828,16.0
829,14.0
830,14.0
831,17.0
832,21.0
833,23.0
834,23.0
835,20.0
836,16.0
837,14.0
838,14.0
839,16.0
840,20.0
841,23.0
842,23.0
843,21.0
844,17.0
845,14.0
846,13.0
847,16.0
848,20.0
849,23.0
850,23.0
851,21.0
852,17.0
853,15.0
854,13.0
855,15.0
856,19.0
857,22.0
858,24.0
859,21.0
860,18.0
861,14.0
862,13.0
863,15.0
864,19.0
865,22.0
866,23.0
867,22.0
868,19.0
869,15.0
870,13.0
871,15.0
872,18.0
873,22.0
874,23.0
875,22.0
876,19.0
877,16.0
878,13.0
879,14.0
880,18.0
881,21.0
882,24.0
883,23.0
884,19.0
885,16.0
886,14.0
887,14.0
888,17.0
889,20.0
890,23.0
891,23.0
892,20.0
893,16.0
894,14.0
895,13.0
896,16.0
897,20.0
898,23.0
899,23.0
900,20.0
901,16.0
902,14.0
903,14.0
904,16.0
905,20.0
906,23.0
907,24.0
908,21.0
909,17.0
910,14.0
911,13.0
912,15.0
913,19.0
914,22.0
915,23.0
916,21.0
917,18.0
918,15.0
919,13.0
920,15.0
921,19.0
922,22.0
923,23.0
924,22.0
925,18.0
926,15.0
927,14.0
928,14.0
929,18.0
930,21.0
931,23.0
932,22.0
933,19.0
934,15.0
935,13.0
936,14.0
937,17.0
938,21.0
939,23.0
940,23.0
941,20.0
942,15.0
943,13.0
944,14.0
945,17.0
946,21.0
947,23.0
948,23.0
949,20.0
950,16.0
951,14.0
952,14.0
953,16.0
954,20.0
955,23.0
956,23.0
957,21.0
958,17.0
959,14.0
960,13.0
961,16.0
962,19.0
963,23.0
964,23.0
965,21.0
966,17.0
967,14.0
968,13.0
969,15.0
970,19.0
971,22.0
972,23.0
973,22.0
974,18.0
975,14.0
976,13.0
977,15.0
978,18.0
979,22.0
980,24.0
981,22.0
982,18.0
983,15.0
984,13.0
985,14.0
986,18.0
987,22.0
988,24.0
989,22.0
990,19.0
991,15.0
992,13.0
993,14.0
994,18.0
995,21.0
996,23.0
997,22.0
998,19.0
999,16.0
1000,13.0
1001,14.0
1002,17.0
1003,21.0
1004,23.0
1005,23.0
1006,20.0
1007,16.0
1008,14.0
1009,14.0
1010,16.0
1011,20.0
1012,23.0
1013,23.0
1014,21.0
1015,17.0
1016,14.0
1017,13.0
1018,16.0
1019,20.0
1020,23.0
1021,23.0
1022,21.0
1023,17.0
1024,14.0
1025,13.0
1026,15.0
1027,19.0
1028,22.0
1029,23.0
1030,22.0
1031,18.0
1032,15.0
1033,13.0
1034,15.0
1035,18.0
1036,22.0
1037,23.0
1038,22.0
1039,18.0
1040,15.0
1041,13.0
1042,15.0
1043,18.0
1044,22.0
1045,24.0
1046,22.0
1047,19.0
1048,15.0
1049,13.0
1050,14.0
1051,17.0
1052,21.0
1053,23.0
1054,23.0
1055,19.0
1056,16.0
1057,14.0
1058,14.0
1059,17.0
1060,21.0
1061,23.0
1062,23.0
1063,20.0
1064,16.0
1065,14.0
1066,14.0
1067,16.0
1068,20.0
1069,23.0
1070,23.0
1071,21.0
1072,17.0
1073,14.0
1074,13.0
1075,16.0
1076,20.0
1077,23.0
1078,23.0
1079,21.0
1080,17.0
1081,14.0
1082,13.0
1083,15.0
1084,19.0
1085,23.0
1086,24.0
1087,21.0
1088,18.0
1089,15.0
1090,14.0
1091,15.0
1092,18.0
1093,22.0
1094,23.0
1095,22.0
1096,18.0
1097,14.0
1098,14.0
1099,15.0
1100,18.0
1101,21.0
1102,23.0
1103,22.0
1104,19.0
1105,15.0
1106,13.0
1107,14.0
1108,17.0
1109,21.0
1110,23.0
1111,23.0
1112,20.0
1113,16.0
1114,14.0
1115,14.0
1116,17.0
1117,21.0
1118,23.0
1119,23.0
1120,20.0
1121,16.0
1122,14.0
1123,14.0
1124,16.0
1125,20.0
1126,23.0
1127,23.0
1128,21.0
1129,17.0
1130,14.0
1131,13.0
1132,16.0
1133,19.0
1134,22.0
1135,23.0
1136,21.0
1137,18.0
1138,14.0
1139,13.0
1140,15.0
1141,19.0
1142,22.0
1143,24.0
1144,22.0
1145,18.0
1146,15.0
1147,13.0
1148,15.0
1149,18.0
1150,22.0
1151,23.0
1152,22.0
1153,18.0
1154,15.0
1155,13.0
1156,15.0
1157,18.0
1158,22.0
1159,23.0
1160,22.0
1161,19.0
1162,15.0
1163,14.0
1164,14.0
1165,17.0
1166,21.0
1167,23.0
1168,23.0
1169,19.0
1170,16.0
1171,13.0
1172,14.0
1173,16.0
1174,21.0
1175,23.0
1176,23.0
1177,20.0
1178,16.0
1179,13.0
1180,14.0
1181,16.0
1182,20.0
1183,23.0
1184,23.0
1185,21.0
1186,17.0
1187,14.0
1188,14.0
1189,16.0
1190,19.0
1191,23.0
1192,23.0
1193,21.0
1194,17.0
1195,14.0
1196,13.0
1197,15.0
1198,19.0
1199,22.0
1200,23.0
1201,22.0
1202,18.0
1203,14.0
1204,13.0
1205,15.0
1206,18.0
1207,22.0
1208,23.0
1209,22.0
1210,19.0
1211,15.0
1212,13.0
1213,14.0
1214,18.0
1215,22.0
1216,23.0
1217,22.0
1218,19.0
1219,15.0
1220,13.0
1221,14.0
1222,17.0
1223,21.0
1224,23.0
1225,23.0
1226,20.0
1227,16.0
1228,13.0
1229,14.0
1230,17.0
1231,21.0
1232,23.0
1233,23.0
1234,20.0
1235,16.0
1236,14.0
1237,14.0
1238,16.0
1239,20.0
1240,23.0
1241,23.0
1242,21.0
1243,17.0
1244,14.0
1245,13.0
1246,16.0
1247,20.0
1248,23.0
1249,24.0
1250,21.0
1251,17.0
1252,14.0
1253,13.0
1254,15.0
1255,19.0
1256,22.0
1257,23.0
1258,22.0
1259,18.0
1260,14.0
1261,13.0
1262,15.0
1263,19.0
1264,22.0
1265,23.0
1266,22.0
1267,18.0
1268,15.0
1269,13.0
1270,14.0
1271,18.0
1272,21.0
1273,23.0
1274,22.0
1275,19.0
1276,15.0
1277,13.0
1278,14.0
1279,17.0
1280,21.0
1281,23.0
1282,23.0
1283,20.0
1284,16.0
1285,14.0
1286,14.0
1287,17.0
1288,21.0
1289,23.0
1290,23.0
1291,20.0
1292,16.0
1293,14.0
1294,14.0
1295,16.0
1296,20.0
1297,23.0
1298,23.0
1299,20.0
1300,17.0
1301,14.0
1302,14.0
1303,16.0
1304,20.0
1305,23.0
1306,23.0
1307,21.0
1308,17.0
1309,14.0
1310,13.0
1311,15.0
1312,19.0
1313,22.0
1314,23.0
1315,22.0
1316,18.0
1317,15.0
1318,13.0
1319,15.0
1320,18.0
1321,22.0
1322,24.0
1323,22.0
1324,18.0
1325,15.0
1326,13.0
1327,15.0
1328,18.0
1329,21.0
1330,23.0
1331,22.0
1332,19.0
1333,15.0
1334,13.0
1335,14.0
1336,17.0
1337,21.0
1338,23.0
1339,23.0
1340,19.0
1341,16.0
1342,14.0
1343,14.0
1344,17.0
1345,20.0
1346,23.0
1347,23.0
1348,20.0
1349,17.0
1350,14.0
1351,13.0
1352,16.0
1353,20.0
1354,23.0
1355,23.0
1356,21.0
1357,17.0
1358,14.0
1359,14.0
1360,16.0
1361,19.0
1362,23.0
1363,23.0
1364,21.0
1365,17.0
1366,14.0
1367,13.0
1368,15.0
1369,19.0
1370,22.0
1371,23.0
1372,22.0
1373,18.0
1374,15.0
1375,13.0
1376,15.0
1377,18.0
1378,22.0
1379,24.0
1380,22.0
1381,18.0
1382,15.0
1383,13.0
1384,15.0
1385,18.0
1386,22.0
1387,24.0
1388,22.0
1389,19.0
1390,15.0
1391,13.0
1392,14.0
1393,17.0
1394,21.0
1395,23.0
1396,23.0
1397,20.0
1398,16.0
1399,13.0
1400,14.0
1401,17.0
1402,20.0
1403,23.0
1404,23.0
1405,20.0
1406,16.0
1407,14.0
1408,14.0
1409,16.0
1410,20.0
1411,23.0
1412,24.0
1413,21.0
1414,17.0
1415,14.0
1416,13.0
1417,16.0
1418,19.0
1419,23.0
1420,23.0
1421,22.0
1422,17.0
1423,14.0
1424,14.0
1425,15.0
1426,19.0
1427,22.0
1428,23.0
1429,22.0
1430,18.0
1431,15.0
1432,13.0
1433,15.0
1434,18.0
1435,22.0
1436,23.0
1437,22.0
1438,19.0
1439,15.0
1440,13.0
1441,14.0
1442,18.0
1443,21.0
1444,23.0
1445,22.0
1446,19.0
1447,15.0
1448,13.0
1449,14.0
1450,17.0
1451,21.0
1452,23.0
1453,23.0
1454,20.0
1455,16.0
1456,14.0
1457,14.0
1458,16.0
1459,21.0
1460,23.0
1461,23.0
1462,20.0
1463,16.0
1464,14.0
1465,14.0
1466,16.0
1467,20.0
1468,23.0
1469,23.0
1470,21.0
1471,17.0
1472,14.0
1473,13.0
1474,16.0
1475,19.0
1476,22.0
1477,23.0
1478,21.0
1479,18.0
1480,14.0
1481,13.0
1482,15.0
1483,19.0
1484,22.0
1485,23.0
1486,22.0
1487,18.0
1488,15.0
1489,13.0
1490,15.0
1491,18.0
1492,22.0
1493,24.0
1494,22.0
1495,18.0
1496,15.0
1497,13.0
1498,15.0
1499,18.0
1500,21.0
1501,23.0
1502,23.0
1503,19.0
1504,15.0
1505,13.0
1506,14.0
1507,17.0
1508,21.0
1509,23.0
1510,23.0
1511,20.0
1512,16.0
1513,14.0
1514,14.0
1515,17.0
1516,20.0
1517,23.0
1518,23.0
1519,20.0
1520,16.0
1521,14.0
1522,14.0
1523,16.0
1524,20.0
1525,23.0
1526,23.0
1527,21.0
1528,17.0
1529,14.0
1530,13.0
1531,16.0
1532,19.0
1533,22.0
1534,24.0
1535,21.0
1536,18.0
1537,14.0
1538,13.0
1539,15.0
1540,19.0
1541,22.0
1542,23.0
1543,22.0
1544,18.0
1545,15.0
1546,13.0
1547,15.0
1548,18.0
1549,22.0
1550,23.0
1551,22.0
1552,19.0
1553,15.0
1554,13.0
1555,14.0
1556,18.0
1557,22.0
1558,23.0
1559,22.0
1560,19.0
1561,16.0
1562,13.0
1563,14.0
1564,17.0
1565,21.0
1566,23.0
1567,23.0
1568,20.0
1569,16.0
1570,14.0
1571,14.0
1572,17.0
1573,20.0
1574,23.0
1575,23.0
1576,20.0
1577,16.0
1578,14.0
1579,13.0
1580,16.0
1581,20.0
1582,23.0
1583,23.0
1584,21.0
1585,17.0
1586,14.0
1587,14.0
1588,16.0
1589,19.0
1590,23.0
1591,23.0
1592,21.0
1593,18.0
1594,14.0
1595,13.0
1596,15.0
1597,19.0
1598,22.0
1599,23.0
1600,22.0
1601,18.0
1602,15.0
1603,13.0
1604,15.0
1605,18.0
1606,22.0
1607,23.0
1608,22.0
1609,19.0
1610,15.0
1611,13.0
1612,14.0
1613,18.0
1614,21.0
1615,23.0
1616,22.0
1617,19.0
1618,16.0
1619,14.0
1620,14.0
1621,17.0
1622,21.0
1623,23.0
1624,23.0
1625,20.0
1626,16.0
1627,14.0
1628,14.0
1629,17.0
1630,20.0
1631,23.0
1632,23.0
1633,21.0
1634,16.0
1635,13.0
1636,13.0
1637,16.0
1638,20.0
1639,23.0
1640,23.0
1641,20.0
1642,17.0
1643,14.0
1644,14.0
1645,15.0
1646,19.0
1647,23.0
1648,24.0
1649,21.0
1650,17.0
1651,14.0
1652,13.0
1653,15.0
1654,19.0
1655,22.0
1656,24.0
1657,22.0
1658,18.0
1659,15.0
1660,13.0
1661,15.0
1662,18.0
1663,22.0
1664,23.0
1665,22.0
1666,19.0
1667,15.0
1668,13.0
1669,14.0
1670,18.0
1671,22.0
1672,23.0
1673,22.0
1674,19.0
1675,15.0
1676,13.0
1677,14.0
1678,17.0
1679,20.0
1680,23.0
1681,23.0
1682,20.0
1683,16.0
1684,13.0
1685,14.0
1686,16.0
1687,20.0
1688,23.0
1689,23.0
1690,20.0
1691,16.0
1692,14.0
1693,13.0
1694,16.0
1695,20.0
1696,23.0
1697,23.0
1698,21.0
1699,17.0
1700,14.0
1701,14.0
1702,15.0
1703,19.0
1704,22.0
1705,23.0
1706,21.0
1707,18.0
1708,15.0
1709,13.0
1710,15.0
1711,19.0
1712,22.0
1713,23.0
1714,22.0
1715,18.0
1716,15.0
1717,13.0
1718,15.0
1719,18.0
1720,22.0
1721,23.0
1722,22.0
1723,19.0
1724,15.0
1725,13.0
1726,14.0
1727,18.0
1728,21.0
1729,24.0
1730,23.0
1731,19.0
1732,16.0
1733,13.0
1734,14.0
1735,17.0
1736,21.0
1737,23.0
1738,23.0
1739,20.0
1740,16.0
1741,13.0
1742,14.0
1743,17.0
1744,21.0
1745,23.0
1746,23.0
1747,20.0
1748,17.0
1749,14.0
1750,14.0
1751,16.0
1752,20.0
1753,23.0
1754,23.0
1755,21.0
1756,17.0
1757,14.0
1758,13.0
1759,15.0
1760,19.0
1761,23.0
1762,23.0
1763,21.0
1764,18.0
1765,15.0
1766,13.0
1767,15.0
1768,19.0
1769,22.0
1770,23.0
1771,22.0
1772,18.0
1773,15.0
1774,13.0
1775,15.0
1776,18.0
1777,22.0
1778,24.0
1779,22.0
1780,19.0
1781,15.0
1782,13.0
1783,14.0
1784,18.0
1785,21.0
1786,23.0
1787,23.0
1788,19.0
1789,16.0
1790,13.0
1791,14.0
1792,17.0
1793,21.0
1794,23.0
1795,23.0
1796,20.0
1797,16.0
1798,14.0
1799,14.0
1800,17.0
1801,20.0
1802,23.0
1803,23.0
1804,20.0
1805,17.0
1806,14.0
1807,13.0
1808,16.0
1809,20.0
1810,23.0
1811,23.0
1812,21.0
1813,17.0
1814,14.0
1815,14.0
1816,15.0
1817,19.0
1818,22.0
1819,23.0
1820,21.0
1821,17.0
1822,14.0
1823,13.0
1824,15.0
1825,19.0
1826,22.0
1827,23.0
1828,22.0
1829,18.0
1830,15.0
1831,13.0
1832,15.0
1833,18.0
1834,22.0
1835,23.0
1836,22.0
1837,19.0
1838,15.0
1839,13.0
1840,15.0
1841,18.0
1842,21.0
1843,23.0
1844,23.0
1845,19.0
1846,16.0
1847,13.0
1848,14.0
1849,17.0
1850,21.0
1851,23.0
1852,23.0
1853,20.0
1854,16.0
1855,14.0
1856,14.0
1857,16.0
1858,20.0
1859,23.0
1860,23.0
1861,20.0
1862,17.0
1863,14.0
1864,14.0
1865,16.0
1866,20.0
1867,23.0
1868,23.0
1869,21.0
1870,17.0
1871,14.0
1872,13.0
1873,15.0
1874,19.0
1875,23.0
1876,23.0
1877,21.0
1878,18.0
1879,15.0
1880,13.0
1881,15.0
1882,19.0
1883,22.0
1884,23.0
1885,22.0
1886,18.0
1887,15.0
1888,13.0
1889,14.0
1890,18.0
1891,22.0
1892,23.0
1893,22.0
1894,19.0
1895,15.0
1896,13.0
1897,14.0
1898,17.0
1899,21.0
1900,23.0
1901,23.0
1902,20.0
1903,16.0
1904,13.0
1905,14.0
1906,17.0
1907,21.0
1908,23.0
1909,23.0
1910,20.0
1911,16.0
1912,14.0
1913,14.0
1914,16.0
1915,20.0
1916,23.0
1917,23.0
1918,21.0
1919,16.0
1920,14.0
1921,13.0
1922,16.0
1923,20.0
1924,23.0
1925,23.0
1926,21.0
1927,17.0
1928,14.0
1929,13.0
1930,15.0
1931,19.0
1932,22.0
1933,23.0
1934,21.0
1935,18.0
1936,14.0
1937,14.0
1938,15.0
1939,19.0
1940,22.0
1941,23.0
1942,22.0
1943,18.0
1944,15.0
1945,13.0
1946,15.0
1947,18.0
1948,21.0
1949,23.0
1950,22.0
1951,18.0
1952,15.0
1953,13.0
1954,14.0
1955,18.0
1956,21.0
1957,23.0
1958,23.0
1959,19.0
1960,16.0
1961,13.0
1962,14.0
1963,17.0
1964,21.0
1965,23.0
1966,23.0
1967,20.0
1968,16.0
1969,14.0
1970,14.0
1971,16.0
1972,20.0
1973,23.0
1974,23.0
1975,21.0
1976,16.0
1977,14.0
1978,14.0
1979,16.0
1980,19.0
1981,23.0
1982,23.0
1983,21.0
1984,17.0
1985,14.0
1986,13.0
1987,15.0
1988,19.0
1989,22.0
1990,24.0
1991,21.0
1992,18.0
1993,14.0
1994,13.0
1995,15.0
1996,18.0
1997,22.0
1998,23.0
1999,22.0
2000,18.0
2001,15.0
2002,13.0
2003,15.0
2004,18.0
2005,22.0
2006,23.0
2007,22.0
2008,19.0
2009,15.0
2010,13.0
2011,14.0
2012,18.0
2013,21.0
2014,23.0
2015,22.0
2016,19.0
2017,15.0
2018,14.0
2019,14.0
2020,17.0
2021,21.0
2022,23.0
2023,23.0
2024,20.0
2025,16.0
2026,13.0
2027,14.0
2028,16.0
2029,20.0
2030,23.0
2031,23.0
2032,20.0
2033,17.0
2034,14.0
2035,13.0
2036,16.0
2037,20.0
2038,23.0
2039,23.0
2040,21.0
2041,17.0
2042,14.0
2043,14.0
2044,15.0
2045,19.0
2046,22.0
2047,23.0
2048,22.0
2049,18.0
2050,15.0
2051,13.0
2052,15.0
2053,18.0
2054,22.0
2055,23.0
2056,22.0
2057,18.0
2058,15.0
2059,13.0
2060,15.0
2061,18.0
2062,22.0
2063,24.0
2064,22.0
2065,19.0
2066,15.0
2067,13.0
2068,14.0
2069,17.0
2070,21.0
2071,23.0
2072,23.0
2073,19.0
2074,16.0
2075,14.0
2076,14.0
2077,17.0
2078,21.0
2079,23.0
2080,23.0
2081,20.0
2082,16.0
2083,14.0
2084,14.0
2085,16.0
2086,20.0
2087,23.0
2088,23.0
2089,21.0
2090,17.0
2091,14.0
2092,13.0
2093,16.0
2094,20.0
2095,23.0
2096,23.0
2097,21.0
2098,17.0
2099,14.0
2100,14.0
2101,15.0
2102,19.0
2103,22.0
2104,24.0
2105,21.0
2106,18.0
2107,14.0
2108,13.0
2109,15.0
2110,19.0
2111,22.0
2112,23.0
2113,22.0
2114,18.0
2115,15.0
2116,13.0
2117,15.0
2118,18.0
2119,22.0
2120,23.0
2121,22.0
2122,19.0
2123,15.0
2124,14.0
2125,14.0
2126,17.0
2127,21.0
2128,23.0
2129,23.0
2130,20.0
2131,16.0
2132,13.0
2133,14.0
2134,17.0
2135,20.0
2136,23.0
2137,23.0
2138,20.0
2139,16.0
