,Amplitude
572,430.0
573,494.0
574,505.0
575,455.0
576,375.0
577,315.0
578,310.0
579,363.0
580,443.0
581,500.0
582,500.0
583,443.0
584,363.0
585,309.0
586,315.0
587,376.0
588,455.0
589,505.0
590,494.0
591,429.0
592,350.0
593,306.0
594,322.0
595,389.0
596,467.0
597,508.0
598,487.0
599,416.0
600,340.0
601,304.0
602,329.0
603,401.0
604,477.0
605,509.0
606,478.0
607,403.0
608,331.0
609,304.0
610,339.0
611,415.0
612,486.0
613,508.0
614,468.0
615,389.0
616,322.0
617,306.0
618,350.0
619,429.0
620,494.0
621,505.0
622,456.0
623,376.0
624,315.0
625,309.0
626,362.0
627,442.0
628,500.0
629,500.0
630,443.0
631,363.0
632,310.0
633,314.0
634,374.0
635,454.0
636,505.0
637,495.0
638,431.0
639,352.0
640,306.0
641,321.0
642,387.0
643,465.0
644,507.0
645,488.0
646,418.0
647,341.0
648,304.0
649,329.0
650,401.0
651,476.0
652,508.0
653,478.0
654,404.0
655,331.0
656,304.0
657,339.0
658,415.0
659,486.0
660,508.0
661,468.0
662,391.0
663,323.0
664,306.0
665,350.0
666,428.0
667,493.0
668,505.0
669,457.0
670,377.0
671,316.0
672,309.0
673,361.0
674,441.0
675,500.0
676,501.0
677,445.0
678,365.0
679,310.0
680,313.0
681,372.0
682,452.0
683,504.0
684,496.0
685,433.0
686,354.0
687,307.0
688,320.0
689,386.0
690,464.0
691,507.0
692,488.0
693,419.0
694,342.0
695,304.0
696,328.0
697,400.0
698,475.0
699,509.0
700,480.0
701,405.0
702,332.0
703,304.0
704,338.0
705,413.0
706,484.0
707,508.0
708,469.0
709,392.0
710,324.0
711,305.0
712,347.0
713,426.0
714,492.0
715,506.0
716,459.0
717,380.0
718,317.0
719,308.0
720,359.0
721,438.0
722,499.0
723,502.0
724,447.0
725,367.0
726,311.0
727,313.0
728,372.0
729,451.0
730,504.0
731,496.0
732,434.0
733,354.0
734,306.0
735,320.0
736,385.0
737,463.0
738,507.0
739,489.0
740,420.0
741,343.0
742,304.0
743,328.0
744,398.0
745,474.0
746,508.0
747,480.0
748,407.0
749,333.0
750,304.0
751,336.0
752,411.0
753,483.0
754,508.0
755,471.0
756,394.0
757,325.0
758,305.0
759,346.0
760,424.0
761,491.0
762,506.0
763,460.0
764,381.0
765,318.0
766,308.0
767,358.0
768,438.0
769,498.0
770,503.0
771,448.0
772,368.0
773,311.0
774,312.0
775,370.0
776,450.0
777,503.0
778,497.0
779,436.0
780,356.0
781,307.0
782,318.0
783,382.0
784,461.0
785,506.0
786,491.0
787,423.0
788,345.0
789,305.0
790,326.0
791,395.0
792,472.0
793,508.0
794,482.0
795,410.0
796,335.0
797,304.0
798,335.0
799,409.0
800,482.0
801,509.0
802,472.0
803,396.0
804,326.0
805,305.0
806,345.0
807,422.0
808,491.0
809,507.0
810,461.0
811,382.0
812,318.0
813,307.0
814,357.0
815,436.0
816,498.0
817,503.0
818,449.0
819,369.0
820,312.0
821,312.0
822,368.0
823,448.0
824,502.0
825,498.0
826,437.0
827,358.0
828,307.0
829,317.0
830,381.0
831,460.0
832,506.0
833,491.0
834,424.0
835,346.0
836,305.0
837,325.0
838,394.0
839,471.0
840,508.0
841,483.0
842,411.0
843,336.0
844,304.0
845,334.0
846,408.0
847,481.0
848,509.0
849,473.0
850,396.0
851,327.0
852,305.0
853,345.0
854,422.0
855,490.0
856,507.0
857,462.0
858,384.0
859,319.0
860,307.0
861,355.0
862,434.0
863,497.0
864,503.0
865,451.0
866,371.0
867,313.0
868,311.0
869,367.0
870,447.0
871,502.0
872,499.0
873,438.0
874,358.0
875,308.0
876,317.0
877,380.0
878,459.0
879,506.0
880,492.0
881,426.0
882,347.0
883,305.0
884,324.0
885,393.0
886,470.0
887,508.0
888,484.0
889,412.0
890,337.0
891,304.0
892,333.0
893,406.0
894,480.0
895,509.0
896,475.0
897,399.0
898,328.0
899,304.0
900,342.0
901,419.0
902,488.0
903,507.0
904,465.0
905,386.0
906,320.0
907,306.0
908,353.0
909,432.0
910,496.0
911,504.0
912,453.0
913,373.0
914,314.0
915,310.0
916,365.0
917,445.0
918,501.0
919,499.0
920,441.0
921,361.0
922,309.0
923,316.0
924,378.0
925,457.0
926,505.0
927,493.0
928,427.0
929,349.0
930,305.0
931,323.0
932,391.0
933,468.0
934,508.0
935,485.0
936,415.0
937,339.0
938,304.0
939,331.0
940,403.0
941,478.0
942,508.0
943,477.0
944,401.0
945,329.0
946,304.0
947,341.0
948,417.0
949,487.0
950,508.0
951,466.0
952,387.0
953,321.0
954,306.0
955,352.0
956,431.0
957,495.0
958,505.0
959,454.0
960,374.0
961,314.0
962,310.0
963,364.0
964,444.0
965,501.0
966,500.0
967,441.0
968,362.0
969,309.0
970,315.0
971,376.0
972,456.0
973,505.0
974,494.0
975,429.0
976,351.0
977,306.0
978,322.0
979,389.0
980,467.0
981,508.0
982,486.0
983,416.0
984,340.0
985,304.0
986,330.0
987,403.0
988,477.0
989,509.0
990,477.0
991,402.0
992,330.0
993,304.0
994,340.0
995,416.0
996,486.0
997,508.0
998,466.0
999,388.0
1000,322.0
1001,306.0
1002,351.0
1003,430.0
1004,494.0
1005,505.0
1006,455.0
1007,375.0
1008,315.0
1009,309.0
1010,362.0
1011,442.0
1012,500.0
1013,501.0
1014,444.0
1015,364.0
1016,310.0
1017,315.0
1018,375.0
1019,454.0
1020,505.0
1021,495.0
1022,430.0
1023,352.0
1024,306.0
1025,321.0
1026,388.0
1027,466.0
1028,508.0
1029,487.0
1030,416.0
1031,340.0
1032,304.0
1033,329.0
1034,402.0
1035,477.0
1036,509.0
1037,478.0
1038,403.0
1039,330.0
1040,304.0
1041,339.0
1042,416.0
1043,486.0
1044,507.0
1045,467.0
1046,389.0
1047,322.0
1048,306.0
1049,350.0
1050,429.0
1051,493.0
1052,505.0
1053,457.0
1054,377.0
1055,315.0
1056,309.0
1057,361.0
1058,441.0
1059,500.0
1060,501.0
1061,444.0
1062,364.0
1063,310.0
1064,314.0
1065,374.0
1066,454.0
1067,505.0
1068,495.0
1069,432.0
1070,352.0
1071,306.0
1072,321.0
1073,387.0
1074,465.0
1075,508.0
1076,488.0
1077,418.0
1078,341.0
1079,304.0
1080,329.0
1081,401.0
1082,476.0
1083,508.0
1084,478.0
1085,404.0
1086,331.0
1087,304.0
1088,338.0
1089,414.0
1090,485.0
1091,508.0
1092,469.0
1093,392.0
1094,323.0
1095,305.0
1096,349.0
1097,427.0
1098,493.0
1099,505.0
1100,457.0
1101,378.0
1102,316.0
1103,308.0
1104,361.0
1105,441.0
1106,500.0
1107,502.0
1108,445.0
1109,365.0
1110,310.0
1111,314.0
1112,373.0
1113,453.0
1114,504.0
1115,495.0
1116,432.0
1117,353.0
1118,306.0
1119,320.0
1120,387.0
1121,465.0
1122,507.0
1123,488.0
1124,419.0
1125,343.0
1126,304.0
1127,328.0
1128,399.0
1129,475.0
1130,509.0
1131,480.0
1132,406.0
1133,333.0
1134,304.0
1135,337.0
1136,412.0
1137,484.0
1138,508.0
1139,470.0
1140,392.0
1141,324.0
1142,305.0
1143,348.0
1144,426.0
1145,493.0
1146,506.0
1147,458.0
1148,379.0
1149,316.0
1150,308.0
1151,360.0
1152,439.0
1153,499.0
1154,502.0
1155,446.0
1156,366.0
1157,311.0
1158,313.0
1159,373.0
1160,452.0
1161,504.0
1162,496.0
1163,433.0
1164,354.0
1165,307.0
1166,320.0
1167,385.0
1168,464.0
1169,507.0
1170,490.0
1171,421.0
1172,344.0
1173,304.0
1174,327.0
1175,398.0
1176,474.0
1177,508.0
1178,480.0
1179,407.0
1180,333.0
1181,304.0
1182,336.0
1183,411.0
1184,483.0
1185,508.0
1186,471.0
1187,394.0
1188,325.0
1189,305.0
1190,347.0
1191,424.0
1192,491.0
1193,506.0
1194,460.0
1195,381.0
1196,318.0
1197,308.0
1198,357.0
1199,437.0
1200,498.0
1201,503.0
1202,448.0
1203,369.0
1204,312.0
1205,312.0
1206,369.0
1207,449.0
1208,503.0
1209,498.0
1210,437.0
1211,356.0
1212,307.0
1213,318.0
1214,382.0
1215,461.0
1216,507.0
1217,490.0
1218,423.0
1219,345.0
1220,305.0
1221,326.0
1222,396.0
1223,473.0
1224,509.0
1225,482.0
1226,409.0
1227,334.0
1228,304.0
1229,335.0
1230,409.0
1231,483.0
1232,508.0
1233,472.0
1234,395.0
1235,326.0
1236,305.0
1237,345.0
1238,423.0
1239,491.0
1240,507.0
1241,461.0
1242,382.0
1243,318.0
1244,307.0
1245,356.0
1246,436.0
1247,497.0
1248,503.0
1249,450.0
1250,370.0
1251,313.0
1252,312.0
1253,368.0
1254,448.0
1255,502.0
1256,497.0
1257,437.0
1258,357.0
1259,308.0
1260,318.0
1261,382.0
1262,461.0
1263,507.0
1264,491.0
1265,423.0
1266,345.0
1267,305.0
1268,325.0
1269,395.0
1270,472.0
1271,508.0
1272,482.0
1273,410.0
1274,336.0
1275,304.0
1276,334.0
1277,408.0
1278,481.0
1279,508.0
1280,473.0
1281,397.0
1282,326.0
1283,304.0
1284,344.0
1285,422.0
1286,490.0
1287,507.0
1288,463.0
1289,384.0
1290,319.0
1291,307.0
1292,355.0
1293,435.0
1294,497.0
1295,503.0
1296,451.0
1297,370.0
1298,312.0
1299,311.0
1300,368.0
1301,448.0
1302,502.0
1303,498.0
1304,438.0
1305,358.0
1306,307.0
1307,317.0
1308,381.0
1309,460.0
1310,506.0
1311,491.0
1312,425.0
1313,347.0
1314,305.0
1315,324.0
1316,393.0
1317,470.0
1318,508.0
1319,484.0
1320,412.0
1321,337.0
1322,304.0
1323,333.0
1324,406.0
1325,480.0
1326,509.0
1327,474.0
1328,398.0
1329,328.0
1330,304.0
1331,344.0
1332,420.0
1333,489.0
1334,507.0
1335,463.0
1336,384.0
1337,319.0
1338,307.0
1339,355.0
1340,434.0
1341,496.0
1342,504.0
1343,451.0
1344,371.0
1345,313.0
1346,311.0
1347,367.0
1348,447.0
1349,502.0
1350,499.0
1351,439.0
1352,359.0
1353,308.0
1354,317.0
1355,379.0
1356,459.0
1357,506.0
1358,492.0
1359,426.0
1360,348.0
1361,305.0
1362,323.0
1363,392.0
1364,469.0
1365,508.0
1366,485.0
1367,413.0
1368,337.0
1369,304.0
1370,333.0
1371,406.0
1372,480.0
1373,508.0
1374,475.0
1375,399.0
1376,328.0
1377,304.0
1378,343.0
1379,420.0
1380,489.0
1381,507.0
1382,464.0
1383,385.0
1384,320.0
1385,307.0
1386,354.0
1387,433.0
1388,496.0
1389,504.0
1390,453.0
1391,373.0
1392,313.0
1393,310.0
1394,365.0
1395,445.0
1396,501.0
1397,499.0
1398,441.0
1399,361.0
1400,308.0
1401,316.0
1402,378.0
1403,457.0
1404,506.0
1405,493.0
1406,428.0
1407,349.0
1408,306.0
1409,323.0
1410,391.0
1411,469.0
1412,508.0
1413,485.0
1414,413.0
1415,338.0
1416,304.0
1417,332.0
1418,405.0
1419,479.0
1420,509.0
1421,475.0
1422,400.0
1423,329.0
1424,304.0
1425,342.0
1426,418.0
1427,488.0
1428,508.0
1429,466.0
1430,387.0
1431,321.0
1432,306.0
1433,352.0
1434,431.0
1435,495.0
1436,505.0
1437,454.0
1438,375.0
1439,314.0
1440,310.0
1441,363.0
1442,443.0
1443,501.0
1444,500.0
1445,442.0
1446,362.0
1447,309.0
1448,315.0
1449,376.0
1450,455.0
1451,505.0
1452,494.0
1453,429.0
1454,350.0
1455,306.0
1456,322.0
1457,389.0
1458,467.0
1459,508.0
1460,487.0
1461,416.0
1462,340.0
1463,304.0
1464,330.0
1465,402.0
1466,477.0
1467,509.0
1468,478.0
1469,403.0
1470,331.0
1471,304.0
1472,339.0
1473,415.0
1474,486.0
1475,508.0
1476,468.0
1477,390.0
1478,322.0
1479,306.0
1480,350.0
1481,429.0
1482,494.0
1483,505.0
1484,456.0
1485,377.0
1486,315.0
1487,309.0
1488,362.0
1489,442.0
1490,500.0
1491,500.0
1492,444.0
1493,364.0
1494,310.0
1495,315.0
1496,375.0
1497,455.0
1498,505.0
1499,495.0
1500,431.0
1501,352.0
1502,306.0
1503,321.0
1504,387.0
1505,465.0
1506,507.0
1507,488.0
1508,418.0
1509,342.0
1510,304.0
1511,329.0
1512,400.0
1513,476.0
1514,508.0
1515,479.0
1516,405.0
1517,332.0
1518,304.0
1519,338.0
1520,414.0
1521,485.0
1522,508.0
1523,469.0
1524,391.0
1525,323.0
1526,305.0
1527,349.0
1528,427.0
1529,493.0
1530,506.0
1531,457.0
1532,378.0
1533,316.0
1534,309.0
1535,360.0
1536,440.0
1537,499.0
1538,502.0
1539,446.0
1540,366.0
1541,311.0
1542,313.0
1543,372.0
1544,451.0
1545,504.0
1546,496.0
1547,434.0
1548,354.0
1549,307.0
1550,320.0
1551,384.0
1552,464.0
1553,507.0
1554,489.0
1555,420.0
1556,343.0
1557,304.0
1558,328.0
1559,398.0
1560,474.0
1561,509.0
1562,481.0
1563,407.0
1564,333.0
1565,304.0
1566,337.0
1567,412.0
1568,484.0
1569,508.0
1570,470.0
1571,393.0
1572,324.0
1573,305.0
1574,347.0
1575,425.0
1576,492.0
1577,507.0
1578,460.0
1579,381.0
1580,317.0
1581,308.0
1582,358.0
1583,437.0
1584,498.0
1585,502.0
1586,448.0
1587,368.0
1588,312.0
1589,312.0
1590,370.0
1591,450.0
1592,503.0
1593,497.0
1594,435.0
1595,356.0
1596,307.0
1597,319.0
1598,383.0
1599,462.0
1600,507.0
1601,490.0
1602,422.0
1603,345.0
1604,305.0
1605,327.0
1606,397.0
1607,473.0
1608,508.0
1609,481.0
1610,408.0
1611,334.0
1612,304.0
1613,335.0
1614,410.0
1615,482.0
1616,509.0
1617,472.0
1618,396.0
1619,326.0
1620,305.0
1621,345.0
1622,423.0
1623,490.0
1624,506.0
1625,462.0
1626,382.0
1627,318.0
1628,308.0
1629,357.0
1630,437.0
1631,498.0
1632,503.0
1633,449.0
1634,369.0
1635,312.0
1636,312.0
1637,369.0
1638,449.0
1639,503.0
1640,498.0
1641,437.0
1642,357.0
1643,308.0
1644,318.0
1645,382.0
1646,461.0
1647,506.0
1648,491.0
1649,423.0
1650,346.0
1651,305.0
1652,325.0
1653,395.0
1654,472.0
1655,508.0
1656,483.0
1657,411.0
1658,336.0
1659,304.0
1660,334.0
1661,408.0
1662,481.0
1663,508.0
1664,473.0
1665,397.0
1666,327.0
1667,305.0
1668,345.0
1669,422.0
1670,490.0
1671,507.0
1672,462.0
1673,383.0
1674,319.0
1675,307.0
1676,356.0
1677,435.0
1678,497.0
1679,503.0
1680,450.0
1681,370.0
1682,313.0
1683,312.0
1684,368.0
1685,448.0
1686,503.0
1687,498.0
1688,438.0
1689,358.0
1690,308.0
1691,317.0
1692,380.0
1693,460.0
1694,506.0
1695,492.0
1696,425.0
1697,347.0
1698,305.0
1699,324.0
1700,393.0
1701,470.0
1702,508.0
1703,484.0
1704,411.0
1705,336.0
1706,304.0
1707,334.0
1708,408.0
1709,481.0
1710,508.0
1711,474.0
1712,397.0
1713,327.0
1714,304.0
1715,344.0
1716,421.0
1717,490.0
1718,507.0
1719,463.0
1720,384.0
1721,319.0
1722,307.0
1723,355.0
1724,435.0
1725,497.0
1726,503.0
1727,451.0
1728,371.0
1729,313.0
1730,311.0
1731,367.0
1732,447.0
1733,502.0
1734,499.0
1735,439.0
1736,360.0
1737,308.0
1738,317.0
1739,379.0
1740,458.0
1741,506.0
1742,492.0
1743,426.0
1744,348.0
1745,305.0
1746,324.0
1747,393.0
1748,470.0
1749,508.0
1750,484.0
1751,413.0
1752,337.0
1753,304.0
1754,333.0
1755,406.0
1756,480.0
1757,509.0
1758,475.0
1759,399.0
1760,328.0
1761,304.0
1762,342.0
1763,419.0
1764,488.0
1765,507.0
1766,464.0
1767,386.0
1768,320.0
1769,306.0
1770,353.0
1771,432.0
1772,496.0
1773,504.0
1774,453.0
1775,373.0
1776,314.0
1777,310.0
1778,365.0
1779,445.0
1780,501.0
1781,500.0
1782,440.0
1783,361.0
1784,309.0
1785,316.0
1786,378.0
1787,458.0
1788,506.0
1789,493.0
1790,427.0
1791,349.0
1792,306.0
1793,323.0
1794,392.0
1795,469.0
1796,508.0
1797,485.0
1798,414.0
1799,338.0
1800,304.0
1801,332.0
1802,404.0
1803,478.0
1804,508.0
1805,476.0
1806,401.0
1807,329.0
1808,304.0
1809,341.0
1810,417.0
1811,487.0
1812,508.0
1813,466.0
1814,388.0
1815,321.0
1816,306.0
1817,352.0
1818,431.0
1819,495.0
1820,505.0
1821,454.0
1822,374.0
1823,314.0
1824,310.0
1825,364.0
1826,444.0
1827,501.0
1828,500.0
1829,441.0
1830,361.0
1831,309.0
1832,316.0
1833,377.0
1834,457.0
1835,505.0
1836,494.0
1837,429.0
1838,350.0
1839,306.0
1840,323.0
1841,390.0
1842,468.0
1843,508.0
1844,486.0
1845,416.0
1846,340.0
1847,304.0
1848,330.0
1849,403.0
1850,478.0
1851,509.0
1852,477.0
1853,402.0
1854,330.0
1855,304.0
1856,340.0
1857,417.0
1858,487.0
1859,508.0
1860,466.0
1861,388.0
1862,321.0
1863,306.0
1864,352.0
1865,431.0
1866,495.0
1867,505.0
1868,454.0
1869,374.0
1870,314.0
1871,310.0
1872,364.0
1873,444.0
1874,501.0
1875,500.0
1876,442.0
1877,363.0
1878,309.0
1879,315.0
1880,376.0
1881,455.0
1882,505.0
1883,494.0
1884,430.0
1885,351.0
1886,306.0
1887,322.0
1888,388.0
1889,467.0
1890,508.0
1891,487.0
1892,417.0
1893,340.0
1894,304.0
1895,330.0
1896,402.0
1897,477.0
1898,509.0
1899,478.0
1900,403.0
1901,330.0
1902,304.0
1903,340.0
1904,416.0
1905,487.0
1906,508.0
1907,467.0
1908,389.0
1909,322.0
1910,306.0
1911,351.0
1912,430.0
1913,494.0
1914,505.0
1915,456.0
1916,376.0
1917,315.0
1918,309.0
1919,362.0
1920,442.0
1921,500.0
1922,501.0
1923,444.0
1924,364.0
1925,310.0
1926,314.0
1927,375.0
1928,454.0
1929,505.0
1930,495.0
1931,431.0
1932,352.0
1933,306.0
1934,321.0
1935,387.0
1936,466.0
1937,507.0
1938,487.0
1939,417.0
1940,341.0
1941,304.0
1942,330.0
1943,401.0
1944,477.0
1945,509.0
1946,478.0
1947,403.0
1948,331.0
1949,304.0
1950,339.0
1951,415.0
1952,486.0
1953,508.0
1954,468.0
1955,391.0
1956,323.0
1957,305.0
1958,349.0
1959,427.0
1960,493.0
1961,505.0
1962,457.0
1963,378.0
1964,316.0
1965,309.0
1966,361.0
1967,441.0
1968,499.0
1969,501.0
1970,445.0
1971,365.0
1972,310.0
1973,314.0
1974,373.0
1975,453.0
1976,504.0
1977,495.0
1978,432.0
1979,353.0
1980,306.0
1981,321.0
1982,387.0
1983,466.0
1984,508.0
1985,488.0
1986,418.0
1987,341.0
1988,304.0
1989,329.0
1990,400.0
1991,476.0
1992,509.0
1993,479.0
1994,405.0
1995,332.0
1996,304.0
1997,338.0
1998,413.0
1999,484.0
2000,508.0
2001,469.0
2002,392.0
2003,324.0
2004,305.0
2005,348.0
2006,427.0
2007,493.0
2008,506.0
2009,458.0
2010,379.0
2011,316.0
2012,308.0
2013,360.0
2014,440.0
2015,499.0
2016,501.0
2017,446.0
2018,366.0
2019,310.0
2020,314.0
2021,373.0
2022,453.0
2023,504.0
2024,496.0
2025,432.0
2026,353.0
2027,306.0
2028,320.0
2029,385.0
2030,464.0
2031,507.0
2032,489.0
2033,420.0
2034,343.0
2035,304.0
2036,328.0
2037,398.0
2038,474.0
2039,508.0
2040,480.0
2041,406.0
2042,333.0
2043,304.0
2044,337.0
2045,412.0
2046,484.0
2047,509.0
2048,470.0
2049,393.0
2050,324.0
2051,305.0
2052,347.0
2053,426.0
2054,492.0
2055,506.0
2056,459.0
2057,379.0
2058,317.0
2059,308.0
2060,359.0
2061,439.0
2062,499.0
2063,502.0
2064,446.0
2065,367.0
2066,311.0
2067,313.0
2068,371.0
2069,451.0
2070,504.0
2071,497.0
2072,435.0
2073,355.0
2074,307.0
2075,319.0
2076,384.0
2077,462.0
2078,507.0
2079,490.0
2080,421.0
2081,344.0
2082,304.0
2083,327.0
2084,397.0
2085,474.0
2086,509.0
2087,481.0
2088,408.0
2089,334.0
2090,304.0
2091,336.0
2092,411.0
2093,483.0
2094,508.0
2095,471.0
2096,394.0
2097,325.0
2098,305.0
2099,347.0
2100,425.0
2101,492.0
2102,506.0
2103,459.0
2104,380.0
2105,317.0
2106,308.0
2107,358.0
2108,438.0
2109,498.0
2110,502.0
2111,448.0
2112,368.0
2113,311.0
2114,312.0
2115,370.0
2116,450.0
2117,503.0
2118,497.0
2119,435.0
2120,356.0
2121,307.0
2122,318.0
2123,383.0
2124,462.0
2125,507.0
2126,490.0
2127,422.0
2128,345.0
2129,305.0
2130,326.0
2131,397.0
2132,473.0
2133,508.0
2134,482.0
2135,408.0
2136,334.0
2137,304.0
2138,336.0
2139,411.0
